lncRNA.Homo_sapiens	lncRNA.Canis_lupus_familiaris	orthology_type.Homo_sapiens.Canis_lupus_familiaris	lncRNA.Mus_musculus	orthology_type.Homo_sapiens.Mus_musculus	nbTotalIndication	profilIndication
ENSG00000262652	ENSCAFG00845026686	one_to_one	NA	NA	1	one_to_one:1
ENSG00000262662	NA	NA	ENSMUSG00000085081	many_to_one	1	many_to_one:1
ENSG00000262714	ENSCAFG00845003450	one_to_one	NA	NA	1	one_to_one:1
ENSG00000262810	NA	NA	ENSMUSG00000085765;ENSMUSG00000101295	many_to_many	1	many_to_many:1
ENSG00000262815	NA	NA	ENSMUSG00000087242	many_to_one	1	many_to_one:1
ENSG00000262831	NA	NA	ENSMUSG00000120443	one_to_one	1	one_to_one:1
ENSG00000262833	NA	NA	ENSMUSG00000085081	many_to_one	1	many_to_one:1
ENSG00000262873	ENSCAFG00845012132	many_to_one	NA	NA	1	many_to_one:1
ENSG00000262877	NA	NA	ENSMUSG00000086750	many_to_one	1	many_to_one:1
ENSG00000262880	NA	NA	ENSMUSG00000121226	one_to_one	1	one_to_one:1
ENSG00000262881	NA	NA	ENSMUSG00000085134	one_to_one	1	one_to_one:1
ENSG00000262920	NA	NA	ENSMUSG00000087322	many_to_one	1	many_to_one:1
ENSG00000263004	NA	NA	ENSMUSG00000092399	many_to_one	1	many_to_one:1
ENSG00000263051	NA	NA	ENSMUSG00000087242	many_to_one	1	many_to_one:1
ENSG00000263069	NA	NA	ENSMUSG00000109408	one_to_one	1	one_to_one:1
ENSG00000263089	NA	NA	ENSMUSG00000092399	many_to_one	1	many_to_one:1
ENSG00000263146	ENSCAFG00845000262	one_to_one	ENSMUSG00000098720	one_to_one	2	one_to_one:2
ENSG00000263154	ENSCAFG00845010811	many_to_one	NA	NA	1	many_to_one:1
ENSG00000263218	NA	NA	ENSMUSG00000120604	one_to_one	1	one_to_one:1
ENSG00000263235	ENSCAFG00845002048	one_to_one	ENSMUSG00000084790	one_to_one	2	one_to_one:2
ENSG00000263257	NA	NA	ENSMUSG00000099411	many_to_one	1	many_to_one:1
ENSG00000263271	NA	NA	ENSMUSG00000043993;ENSMUSG00000085501	one_to_many	1	one_to_many:1
ENSG00000263278	NA	NA	ENSMUSG00000084887	one_to_one	1	one_to_one:1
ENSG00000263307	NA	NA	ENSMUSG00000097537	one_to_one	1	one_to_one:1
ENSG00000263327	NA	NA	ENSMUSG00000105503;ENSMUSG00000104784	many_to_many_strict	1	many_to_many_strict:1
ENSG00000263382	NA	NA	ENSMUSG00000117380;ENSMUSG00000119962	one_to_many	1	one_to_many:1
ENSG00000263412	NA	NA	ENSMUSG00000120186	many_to_one	1	many_to_one:1
ENSG00000263435	NA	NA	ENSMUSG00000085130;ENSMUSG00000087534;ENSMUSG00000086971;ENSMUSG00000020703	many_to_many	1	many_to_many:1
ENSG00000263499	NA	NA	ENSMUSG00000085246;ENSMUSG00000087574	many_to_many	1	many_to_many:1
ENSG00000263571	NA	NA	ENSMUSG00000085130;ENSMUSG00000087534;ENSMUSG00000086971;ENSMUSG00000020703	many_to_many	1	many_to_many:1
ENSG00000263574	NA	NA	ENSMUSG00000086760	one_to_one	1	one_to_one:1
ENSG00000263624	NA	NA	ENSMUSG00000086330;ENSMUSG00000086536	many_to_many	1	many_to_many:1
ENSG00000263655	NA	NA	ENSMUSG00000118198	one_to_one	1	one_to_one:1
ENSG00000263674	ENSCAFG00845012774	many_to_one	NA	NA	1	many_to_one:1
ENSG00000263677	ENSCAFG00845012572;ENSCAFG00845012476	one_to_many	ENSMUSG00000117613	one_to_one	2	one_to_many:1;one_to_one:1
ENSG00000263684	NA	NA	ENSMUSG00000084967	one_to_one	1	one_to_one:1
ENSG00000263707	NA	NA	ENSMUSG00000118601	many_to_one	1	many_to_one:1
ENSG00000263708	NA	NA	ENSMUSG00000087242	many_to_one	1	many_to_one:1
ENSG00000263717	NA	NA	ENSMUSG00000085078	many_to_one	1	many_to_one:1
ENSG00000263718	NA	NA	ENSMUSG00000086050	many_to_one	1	many_to_one:1
ENSG00000263724	NA	NA	ENSMUSG00000097282;ENSMUSG00000117231	many_to_many	1	many_to_many:1
ENSG00000263756	NA	NA	ENSMUSG00000117829	one_to_one	1	one_to_one:1
ENSG00000263787	NA	NA	ENSMUSG00000075586	many_to_one	1	many_to_one:1
ENSG00000263873	NA	NA	ENSMUSG00000111229	one_to_one	1	one_to_one:1
ENSG00000263878	NA	NA	ENSMUSG00000097282;ENSMUSG00000117231	many_to_many	1	many_to_many:1
ENSG00000263904	NA	NA	ENSMUSG00000117632	one_to_one	1	one_to_one:1
ENSG00000263958	NA	NA	ENSMUSG00000117778	one_to_one	1	one_to_one:1
ENSG00000263982	ENSCAFG00845000571;ENSCAFG00845000566	many_to_many	ENSMUSG00000118339	many_to_one	2	many_to_many:1;many_to_one:1
ENSG00000264000	NA	NA	ENSMUSG00000100572	many_to_one	1	many_to_one:1
ENSG00000264012	NA	NA	ENSMUSG00000097222	many_to_one	1	many_to_one:1
ENSG00000264016	ENSCAFG00845002911	one_to_one	ENSMUSG00000085926	one_to_one	2	one_to_one:2
ENSG00000264031	NA	NA	ENSMUSG00000072673	one_to_one	1	one_to_one:1
ENSG00000264044	NA	NA	ENSMUSG00000086586	one_to_one	1	one_to_one:1
ENSG00000264066	NA	NA	ENSMUSG00000120348	one_to_one	1	one_to_one:1
ENSG00000264107	NA	NA	ENSMUSG00000120210;ENSMUSG00000091523	one_to_many	1	one_to_many:1
ENSG00000264125	NA	NA	ENSMUSG00000087398	one_to_one	1	one_to_one:1
ENSG00000264212	NA	NA	ENSMUSG00000100430;ENSMUSG00000117976	many_to_many_strict	1	many_to_many_strict:1
ENSG00000264247	NA	NA	ENSMUSG00000120353;ENSMUSG00000118385	one_to_many	1	one_to_many:1
ENSG00000264254	ENSCAFG00845003440	one_to_one	NA	NA	1	one_to_one:1
ENSG00000264270	NA	NA	ENSMUSG00000087064	many_to_one	1	many_to_one:1
ENSG00000264278	NA	NA	ENSMUSG00000118012	one_to_one	1	one_to_one:1
ENSG00000264339	NA	NA	ENSMUSG00000085234	many_to_one	1	many_to_one:1
ENSG00000264340	NA	NA	ENSMUSG00000117676	one_to_one	1	one_to_one:1
ENSG00000264345	NA	NA	ENSMUSG00000117608	one_to_one	1	one_to_one:1
ENSG00000264365	NA	NA	ENSMUSG00000117494	many_to_one	1	many_to_one:1
ENSG00000264421	NA	NA	ENSMUSG00000059706	many_to_one	1	many_to_one:1
ENSG00000264443	ENSCAFG00845014174	one_to_one	NA	NA	1	one_to_one:1
ENSG00000264448	NA	NA	ENSMUSG00000085614	one_to_one	1	one_to_one:1
ENSG00000264449	NA	NA	ENSMUSG00000117004	many_to_one	1	many_to_one:1
ENSG00000264490	ENSCAFG00845017394;ENSCAFG00845017436;ENSCAFG00845017477	many_to_many	NA	NA	1	many_to_many:1
ENSG00000264491	NA	NA	ENSMUSG00000087184	many_to_one	1	many_to_one:1
ENSG00000264515	NA	NA	ENSMUSG00000100600	many_to_one	1	many_to_one:1
ENSG00000264558	NA	NA	ENSMUSG00000121247;ENSMUSG00000084936	one_to_many	1	one_to_many:1
ENSG00000264575	NA	NA	ENSMUSG00000073374	many_to_one	1	many_to_one:1
ENSG00000264630	NA	NA	ENSMUSG00000086078;ENSMUSG00000084978	many_to_many_strict	1	many_to_many_strict:1
ENSG00000264643	NA	NA	ENSMUSG00000085130;ENSMUSG00000087534;ENSMUSG00000086971;ENSMUSG00000020703	many_to_many	1	many_to_many:1
ENSG00000264727	ENSCAFG00845003031	one_to_one	NA	NA	1	one_to_one:1
ENSG00000264745	NA	NA	ENSMUSG00000117418;ENSMUSG00000117573	many_to_many	1	many_to_many:1
ENSG00000264750	NA	NA	ENSMUSG00000121049	many_to_one	1	many_to_one:1
ENSG00000264769	NA	NA	ENSMUSG00000120999	many_to_one	1	many_to_one:1
ENSG00000264791	NA	NA	ENSMUSG00000085130;ENSMUSG00000087534;ENSMUSG00000086971;ENSMUSG00000020703	many_to_many	1	many_to_many:1
ENSG00000264808	ENSCAFG00845011060	one_to_one	NA	NA	1	one_to_one:1
ENSG00000264829	NA	NA	ENSMUSG00000087064	many_to_one	1	many_to_one:1
ENSG00000264859	NA	NA	ENSMUSG00000085595	one_to_one	1	one_to_one:1
ENSG00000264924	NA	NA	ENSMUSG00000117418;ENSMUSG00000117573	many_to_many	1	many_to_many:1
ENSG00000264985	NA	NA	ENSMUSG00000121049	many_to_one	1	many_to_one:1
ENSG00000264990	NA	NA	ENSMUSG00000085130;ENSMUSG00000087534;ENSMUSG00000086971;ENSMUSG00000020703	many_to_many	1	many_to_many:1
ENSG00000265000	NA	NA	ENSMUSG00000086487;ENSMUSG00000086089	many_to_many_strict	1	many_to_many_strict:1
ENSG00000265091	NA	NA	ENSMUSG00000073374	many_to_one	1	many_to_one:1
ENSG00000265100	ENSCAFG00845028878	one_to_one	ENSMUSG00000085326	one_to_one	2	one_to_one:2
ENSG00000265101	NA	NA	ENSMUSG00000118262;ENSMUSG00000118268	many_to_many_strict	1	many_to_many_strict:1
ENSG00000265115	NA	NA	ENSMUSG00000085130;ENSMUSG00000087534;ENSMUSG00000086971;ENSMUSG00000020703	many_to_many	1	many_to_many:1
ENSG00000265125	NA	NA	ENSMUSG00000085130;ENSMUSG00000087534;ENSMUSG00000086971;ENSMUSG00000020703	many_to_many	1	many_to_many:1
ENSG00000265142	NA	NA	ENSMUSG00000095438	one_to_one	1	one_to_one:1
ENSG00000265148	ENSCAFG00845020376	one_to_one	ENSMUSG00000120559	one_to_one	2	one_to_one:2
ENSG00000265204	NA	NA	ENSMUSG00000117418;ENSMUSG00000117573	many_to_many	1	many_to_many:1
ENSG00000265206	NA	NA	ENSMUSG00000084796	one_to_one	1	one_to_one:1
ENSG00000265222	NA	NA	ENSMUSG00000085078	many_to_one	1	many_to_one:1
ENSG00000265287	NA	NA	ENSMUSG00000087295	one_to_one	1	one_to_one:1
ENSG00000265316	NA	NA	ENSMUSG00000100572	many_to_one	1	many_to_one:1
ENSG00000265337	NA	NA	ENSMUSG00000085078	many_to_one	1	many_to_one:1
ENSG00000265369	ENSCAFG00845012467;ENSCAFG00845012457;ENSCAFG00845012482;ENSCAFG00845012579	one_to_many	ENSMUSG00000117404	one_to_one	2	one_to_many:1;one_to_one:1
ENSG00000265400	ENSCAFG00845003575;ENSCAFG00845003570	one_to_many	ENSMUSG00000120678	one_to_one	2	one_to_many:1;one_to_one:1
ENSG00000265401	NA	NA	ENSMUSG00000087120	one_to_one	1	one_to_one:1
ENSG00000265408	ENSCAFG00845010490	one_to_one	NA	NA	1	one_to_one:1
ENSG00000265451	NA	NA	ENSMUSG00000107722;ENSMUSG00000120092	one_to_many	1	one_to_many:1
ENSG00000265656	NA	NA	ENSMUSG00000097387	one_to_one	1	one_to_one:1
ENSG00000265664	NA	NA	ENSMUSG00000087184	many_to_one	1	many_to_one:1
ENSG00000265678	NA	NA	ENSMUSG00000087638	many_to_one	1	many_to_one:1
ENSG00000265688	NA	NA	ENSMUSG00000120999	many_to_one	1	many_to_one:1
ENSG00000265689	NA	NA	ENSMUSG00000085130;ENSMUSG00000087534;ENSMUSG00000086971;ENSMUSG00000020703	many_to_many	1	many_to_many:1
ENSG00000265697	NA	NA	ENSMUSG00000085130;ENSMUSG00000087534;ENSMUSG00000086971;ENSMUSG00000020703	many_to_many	1	many_to_many:1
ENSG00000265778	ENSCAFG00845000571;ENSCAFG00845000566	many_to_many	ENSMUSG00000118339	many_to_one	2	many_to_many:1;many_to_one:1
ENSG00000265943	NA	NA	ENSMUSG00000117634	many_to_one	1	many_to_one:1
ENSG00000265944	NA	NA	ENSMUSG00000117193	many_to_one	1	many_to_one:1
ENSG00000265962	NA	NA	ENSMUSG00000117003	one_to_one	1	one_to_one:1
ENSG00000265975	NA	NA	ENSMUSG00000120756	many_to_one	1	many_to_one:1
ENSG00000265992	NA	NA	ENSMUSG00000114760;ENSMUSG00000114704;ENSMUSG00000114595	many_to_many_strict	1	many_to_many_strict:1
ENSG00000266010	NA	NA	ENSMUSG00000097222	many_to_one	1	many_to_one:1
ENSG00000266065	NA	NA	ENSMUSG00000117193	many_to_one	1	many_to_one:1
ENSG00000266100	NA	NA	ENSMUSG00000085246;ENSMUSG00000087574	many_to_many	1	many_to_many:1
ENSG00000266149	NA	NA	ENSMUSG00000114563;ENSMUSG00000114291;ENSMUSG00000114492	many_to_many	1	many_to_many:1
ENSG00000266153	NA	NA	ENSMUSG00000096988;ENSMUSG00000117053	many_to_many_strict	1	many_to_many_strict:1
ENSG00000266171	NA	NA	ENSMUSG00000085234	many_to_one	1	many_to_one:1
ENSG00000266236	ENSCAFG00845006507	one_to_one	NA	NA	1	one_to_one:1
ENSG00000266248	NA	NA	ENSMUSG00000100600	many_to_one	1	many_to_one:1
ENSG00000266256	ENSCAFG00845000556	one_to_one	NA	NA	1	one_to_one:1
ENSG00000266258	ENSCAFG00845001135;ENSCAFG00845001162	one_to_many	NA	NA	1	one_to_many:1
ENSG00000266278	ENSCAFG00845001172	many_to_one	ENSMUSG00000118352	many_to_one	2	many_to_one:2
ENSG00000266288	NA	NA	ENSMUSG00000117323	one_to_one	1	one_to_one:1
ENSG00000266289	ENSCAFG00845008574	one_to_one	NA	NA	1	one_to_one:1
ENSG00000266290	ENSCAFG00845017328	one_to_one	NA	NA	1	one_to_one:1
ENSG00000266304	ENSCAFG00845001172	many_to_one	ENSMUSG00000118352	many_to_one	2	many_to_one:2
ENSG00000266341	NA	NA	ENSMUSG00000120186	many_to_one	1	many_to_one:1
ENSG00000266389	NA	NA	ENSMUSG00000120756	many_to_one	1	many_to_one:1
ENSG00000266401	NA	NA	ENSMUSG00000097282;ENSMUSG00000117231	many_to_many	1	many_to_many:1
ENSG00000266402	ENSCAFG00845022560	one_to_one	ENSMUSG00000120012	one_to_one	2	one_to_one:2
ENSG00000266473	NA	NA	ENSMUSG00000059706	many_to_one	1	many_to_one:1
ENSG00000266495	NA	NA	ENSMUSG00000097440	one_to_one	1	one_to_one:1
ENSG00000266535	NA	NA	ENSMUSG00000085130;ENSMUSG00000087534;ENSMUSG00000086971;ENSMUSG00000020703	many_to_many	1	many_to_many:1
ENSG00000266586	NA	NA	ENSMUSG00000118262;ENSMUSG00000118268	many_to_many_strict	1	many_to_many_strict:1
ENSG00000266598	NA	NA	ENSMUSG00000056687	one_to_one	1	one_to_one:1
ENSG00000266614	NA	NA	ENSMUSG00000100430;ENSMUSG00000117976	many_to_many_strict	1	many_to_many_strict:1
ENSG00000266654	NA	NA	ENSMUSG00000087638	many_to_one	1	many_to_one:1
ENSG00000266708	NA	NA	ENSMUSG00000121111	one_to_one	1	one_to_one:1
ENSG00000266711	NA	NA	ENSMUSG00000085059	one_to_one	1	one_to_one:1
ENSG00000266767	NA	NA	ENSMUSG00000114563;ENSMUSG00000114291;ENSMUSG00000114492	many_to_many	1	many_to_many:1
ENSG00000266824	NA	NA	ENSMUSG00000121012	one_to_one	1	one_to_one:1
ENSG00000266846	NA	NA	ENSMUSG00000117004	many_to_one	1	many_to_one:1
ENSG00000266872	NA	NA	ENSMUSG00000085941	one_to_one	1	one_to_one:1
ENSG00000266877	NA	NA	ENSMUSG00000084969	many_to_one	1	many_to_one:1
ENSG00000266901	ENSCAFG00845000055	many_to_one	ENSMUSG00000120406;ENSMUSG00000118070	many_to_many	2	many_to_many:1;many_to_one:1
ENSG00000266905	ENSCAFG00845016960	one_to_one	NA	NA	1	one_to_one:1
ENSG00000266933	NA	NA	ENSMUSG00000120698	one_to_one	1	one_to_one:1
ENSG00000266947	NA	NA	ENSMUSG00000086327	one_to_one	1	one_to_one:1
ENSG00000266954	NA	NA	ENSMUSG00000117891	many_to_one	1	many_to_one:1
ENSG00000266969	NA	NA	ENSMUSG00000118134	one_to_one	1	one_to_one:1
ENSG00000266998	NA	NA	ENSMUSG00000086050	many_to_one	1	many_to_one:1
ENSG00000267000	NA	NA	ENSMUSG00000085055	many_to_one	1	many_to_one:1
ENSG00000267015	NA	NA	ENSMUSG00000114891	many_to_one	1	many_to_one:1
ENSG00000267016	NA	NA	ENSMUSG00000086050	many_to_one	1	many_to_one:1
ENSG00000267061	NA	NA	ENSMUSG00000085055	many_to_one	1	many_to_one:1
ENSG00000267064	NA	NA	ENSMUSG00000086877	one_to_one	1	one_to_one:1
ENSG00000267097	NA	NA	ENSMUSG00000117661	many_to_one	1	many_to_one:1
ENSG00000267100	NA	NA	ENSMUSG00000110915	one_to_one	1	one_to_one:1
ENSG00000267121	NA	NA	ENSMUSG00000092371	many_to_one	1	many_to_one:1
ENSG00000267122	NA	NA	ENSMUSG00000075558	one_to_one	1	one_to_one:1
ENSG00000267130	NA	NA	ENSMUSG00000108624	many_to_one	1	many_to_one:1
ENSG00000267134	NA	NA	ENSMUSG00000086161	one_to_one	1	one_to_one:1
ENSG00000267136	NA	NA	ENSMUSG00000117891	many_to_one	1	many_to_one:1
ENSG00000267146	NA	NA	ENSMUSG00000117977	one_to_one	1	one_to_one:1
ENSG00000267165	NA	NA	ENSMUSG00000117757	one_to_one	1	one_to_one:1
ENSG00000267169	NA	NA	ENSMUSG00000074219	one_to_one	1	one_to_one:1
ENSG00000267177	NA	NA	ENSMUSG00000117891	many_to_one	1	many_to_one:1
ENSG00000267192	NA	NA	ENSMUSG00000109080	many_to_one	1	many_to_one:1
ENSG00000267193	NA	NA	ENSMUSG00000117661	many_to_one	1	many_to_one:1
ENSG00000267201	ENSCAFG00845011703	one_to_one	NA	NA	1	one_to_one:1
ENSG00000267202	ENSCAFG00845004142	many_to_one	ENSMUSG00000114511;ENSMUSG00000114306;ENSMUSG00000120137	many_to_many_strict	2	many_to_many_strict:1;many_to_one:1
ENSG00000267207	NA	NA	ENSMUSG00000085514;ENSMUSG00000086199	many_to_many	1	many_to_many:1
ENSG00000267209	NA	NA	ENSMUSG00000118045	one_to_one	1	one_to_one:1
ENSG00000267219	NA	NA	ENSMUSG00000085105	one_to_one	1	one_to_one:1
ENSG00000267222	NA	NA	ENSMUSG00000121184	many_to_one	1	many_to_one:1
ENSG00000267223	NA	NA	ENSMUSG00000093540	many_to_one	1	many_to_one:1
ENSG00000267239	NA	NA	ENSMUSG00000117891	many_to_one	1	many_to_one:1
ENSG00000267257	NA	NA	ENSMUSG00000118101;ENSMUSG00000118163;ENSMUSG00000117721	many_to_many	1	many_to_many:1
ENSG00000267262	ENSCAFG00845011782	many_to_one	ENSMUSG00000121209	many_to_one	2	many_to_one:2
ENSG00000267269	NA	NA	ENSMUSG00000085055	many_to_one	1	many_to_one:1
ENSG00000267280	ENSCAFG00845027339	one_to_one	ENSMUSG00000069785	one_to_one	2	one_to_one:2
ENSG00000267296	NA	NA	ENSMUSG00000108624	many_to_one	1	many_to_one:1
ENSG00000267299	ENSCAFG00845011782	many_to_one	ENSMUSG00000121209	many_to_one	2	many_to_one:2
ENSG00000267304	NA	NA	ENSMUSG00000090230	one_to_one	1	one_to_one:1
ENSG00000267321	NA	NA	ENSMUSG00000093483	one_to_one	1	one_to_one:1
ENSG00000267344	NA	NA	ENSMUSG00000085887;ENSMUSG00000085360;ENSMUSG00000085733	one_to_many	1	one_to_many:1
ENSG00000267345	ENSCAFG00845007096	one_to_one	NA	NA	1	one_to_one:1
ENSG00000267365	NA	NA	ENSMUSG00000120247	one_to_one	1	one_to_one:1
ENSG00000267366	NA	NA	ENSMUSG00000117891	many_to_one	1	many_to_one:1
ENSG00000267373	NA	NA	ENSMUSG00000087502	one_to_one	1	one_to_one:1
ENSG00000267391	NA	NA	ENSMUSG00000118017	one_to_one	1	one_to_one:1
ENSG00000267393	NA	NA	ENSMUSG00000117891	many_to_one	1	many_to_one:1
ENSG00000267396	NA	NA	ENSMUSG00000120534;ENSMUSG00000117895;ENSMUSG00000114210	many_to_many	1	many_to_many:1
ENSG00000267401	NA	NA	ENSMUSG00000117968	one_to_one	1	one_to_one:1
ENSG00000267409	ENSCAFG00845000057	one_to_one	NA	NA	1	one_to_one:1
ENSG00000267416	NA	NA	ENSMUSG00000120523	one_to_one	1	one_to_one:1
ENSG00000267417	NA	NA	ENSMUSG00000074203	many_to_one	1	many_to_one:1
ENSG00000267432	NA	NA	ENSMUSG00000085511	one_to_one	1	one_to_one:1
ENSG00000267449	NA	NA	ENSMUSG00000085514;ENSMUSG00000086199	many_to_many	1	many_to_many:1
ENSG00000267458	NA	NA	ENSMUSG00000087685	one_to_one	1	one_to_one:1
ENSG00000267466	ENSCAFG00845015466	one_to_one	NA	NA	1	one_to_one:1
ENSG00000267475	NA	NA	ENSMUSG00000097509	many_to_one	1	many_to_one:1
ENSG00000267480	NA	NA	ENSMUSG00000046415	one_to_one	1	one_to_one:1
ENSG00000267503	NA	NA	ENSMUSG00000117891	many_to_one	1	many_to_one:1
ENSG00000267506	NA	NA	ENSMUSG00000085336;ENSMUSG00000086588	many_to_many	1	many_to_many:1
ENSG00000267519	NA	NA	ENSMUSG00000097296	one_to_one	1	one_to_one:1
ENSG00000267521	ENSCAFG00845015860	one_to_one	ENSMUSG00000086902	one_to_one	2	one_to_one:2
ENSG00000267529	NA	NA	ENSMUSG00000117891	many_to_one	1	many_to_one:1
ENSG00000267543	ENSCAFG00845017150	one_to_one	NA	NA	1	one_to_one:1
ENSG00000267551	ENSCAFG00845010438	one_to_one	ENSMUSG00000112350	one_to_one	2	one_to_one:2
ENSG00000267574	NA	NA	ENSMUSG00000101643	one_to_one	1	one_to_one:1
ENSG00000267577	NA	NA	ENSMUSG00000085725	one_to_one	1	one_to_one:1
ENSG00000267579	NA	NA	ENSMUSG00000118101;ENSMUSG00000118163;ENSMUSG00000117721	many_to_many	1	many_to_many:1
ENSG00000267580	NA	NA	ENSMUSG00000108624	many_to_one	1	many_to_one:1
ENSG00000267582	NA	NA	ENSMUSG00000120710	one_to_one	1	one_to_one:1
ENSG00000267598	NA	NA	ENSMUSG00000120944;ENSMUSG00000120095	many_to_many_strict	1	many_to_many_strict:1
ENSG00000267607	NA	NA	ENSMUSG00000110790	one_to_one	1	one_to_one:1
ENSG00000267610	NA	NA	ENSMUSG00000074203	many_to_one	1	many_to_one:1
ENSG00000267628	NA	NA	ENSMUSG00000114891	many_to_one	1	many_to_one:1
ENSG00000267632	NA	NA	ENSMUSG00000121184	many_to_one	1	many_to_one:1
ENSG00000267637	NA	NA	ENSMUSG00000120594	one_to_one	1	one_to_one:1
ENSG00000267653	ENSCAFG00845005375	one_to_one	NA	NA	1	one_to_one:1
ENSG00000267665	NA	NA	ENSMUSG00000085336;ENSMUSG00000086588	many_to_many	1	many_to_many:1
ENSG00000267666	ENSCAFG00845014778	one_to_one	NA	NA	1	one_to_one:1
ENSG00000267690	NA	NA	ENSMUSG00000117891	many_to_one	1	many_to_one:1
ENSG00000267694	NA	NA	ENSMUSG00000117891	many_to_one	1	many_to_one:1
ENSG00000267707	ENSCAFG00845004142	many_to_one	ENSMUSG00000114511;ENSMUSG00000114306;ENSMUSG00000120137	many_to_many_strict	2	many_to_many_strict:1;many_to_one:1
ENSG00000267727	NA	NA	ENSMUSG00000108624	many_to_one	1	many_to_one:1
ENSG00000267734	ENSCAFG00845019467	one_to_one	NA	NA	1	one_to_one:1
ENSG00000267743	NA	NA	ENSMUSG00000120534;ENSMUSG00000117895;ENSMUSG00000114210	many_to_many	1	many_to_many:1
ENSG00000267755	ENSCAFG00845012813	one_to_one	NA	NA	1	one_to_one:1
ENSG00000267760	NA	NA	ENSMUSG00000093540	many_to_one	1	many_to_one:1
ENSG00000267762	NA	NA	ENSMUSG00000097712	many_to_one	1	many_to_one:1
ENSG00000267764	NA	NA	ENSMUSG00000097712	many_to_one	1	many_to_one:1
ENSG00000267774	NA	NA	ENSMUSG00000085055	many_to_one	1	many_to_one:1
ENSG00000267782	NA	NA	ENSMUSG00000086058	one_to_one	1	one_to_one:1
ENSG00000267784	NA	NA	ENSMUSG00000086354	many_to_one	1	many_to_one:1
ENSG00000267786	NA	NA	ENSMUSG00000109049	one_to_one	1	one_to_one:1
ENSG00000267811	NA	NA	ENSMUSG00000120814	many_to_one	1	many_to_one:1
ENSG00000267815	NA	NA	ENSMUSG00000070574	one_to_one	1	one_to_one:1
ENSG00000267834	NA	NA	ENSMUSG00000084892	one_to_one	1	one_to_one:1
ENSG00000267838	NA	NA	ENSMUSG00000085886	many_to_one	1	many_to_one:1
ENSG00000267868	NA	NA	ENSMUSG00000079146;ENSMUSG00000086770	many_to_many_strict	1	many_to_many_strict:1
ENSG00000267882	NA	NA	ENSMUSG00000086820;ENSMUSG00000085274	many_to_many	1	many_to_many:1
ENSG00000267892	NA	NA	ENSMUSG00000109307	one_to_one	1	one_to_one:1
ENSG00000268055	NA	NA	ENSMUSG00000097079;ENSMUSG00000109017	many_to_many_strict	1	many_to_many_strict:1
ENSG00000268129	NA	NA	ENSMUSG00000101037	one_to_one	1	one_to_one:1
ENSG00000268218	NA	NA	ENSMUSG00000099881	many_to_one	1	many_to_one:1
ENSG00000268231	ENSCAFG00845016414	one_to_one	NA	NA	1	one_to_one:1
ENSG00000268333	NA	NA	ENSMUSG00000086537	many_to_one	1	many_to_one:1
ENSG00000268364	NA	NA	ENSMUSG00000117837	one_to_one	1	one_to_one:1
ENSG00000268375	NA	NA	ENSMUSG00000101166	one_to_one	1	one_to_one:1
ENSG00000268388	NA	NA	ENSMUSG00000097336	one_to_one	1	one_to_one:1
ENSG00000268584	NA	NA	ENSMUSG00000099966	one_to_one	1	one_to_one:1
ENSG00000268659	NA	NA	ENSMUSG00000114496	many_to_one	1	many_to_one:1
ENSG00000268873	NA	NA	ENSMUSG00000114088	one_to_one	1	one_to_one:1
ENSG00000268894	NA	NA	ENSMUSG00000101079	many_to_one	1	many_to_one:1
ENSG00000268941	NA	NA	ENSMUSG00000120177	many_to_one	1	many_to_one:1
ENSG00000269054	ENSCAFG00845000661	one_to_one	NA	NA	1	one_to_one:1
ENSG00000269151	ENSCAFG00845004287	one_to_one	NA	NA	1	one_to_one:1
ENSG00000269161	NA	NA	ENSMUSG00000120970	many_to_one	1	many_to_one:1
ENSG00000269176	NA	NA	ENSMUSG00000120814	many_to_one	1	many_to_one:1
ENSG00000269189	NA	NA	ENSMUSG00000085133	one_to_one	1	one_to_one:1
ENSG00000269210	NA	NA	ENSMUSG00000066938	one_to_one	1	one_to_one:1
ENSG00000269256	NA	NA	ENSMUSG00000068680	one_to_one	1	one_to_one:1
ENSG00000269303	NA	NA	ENSMUSG00000097149;ENSMUSG00000100985	many_to_many_strict	1	many_to_many_strict:1
ENSG00000269386	NA	NA	ENSMUSG00000090952	one_to_one	1	one_to_one:1
ENSG00000269391	NA	NA	ENSMUSG00000104256	many_to_one	1	many_to_one:1
ENSG00000269439	NA	NA	ENSMUSG00000120970	many_to_one	1	many_to_one:1
ENSG00000269445	NA	NA	ENSMUSG00000097079;ENSMUSG00000109017	many_to_many_strict	1	many_to_many_strict:1
ENSG00000269707	NA	NA	ENSMUSG00000121019	one_to_one	1	one_to_one:1
ENSG00000269793	ENSCAFG00845000121	one_to_one	NA	NA	1	one_to_one:1
ENSG00000269806	NA	NA	ENSMUSG00000109984;ENSMUSG00000120250	many_to_many_strict	1	many_to_many_strict:1
ENSG00000269821	NA	NA	ENSMUSG00000101062;ENSMUSG00000101360;ENSMUSG00000101609	one_to_many	1	one_to_many:1
ENSG00000269873	NA	NA	ENSMUSG00000085886	many_to_one	1	many_to_one:1
ENSG00000269883	ENSCAFG00845006280	one_to_one	NA	NA	1	one_to_one:1
ENSG00000269893	ENSCAFG00845029601	one_to_one	ENSMUSG00000104960	one_to_one	2	one_to_one:2
ENSG00000269934	NA	NA	ENSMUSG00000072902	many_to_one	1	many_to_one:1
