lncRNA.Mus_musculus	lncRNA.Canis_lupus_familiaris	orthology_type.Mus_musculus.Canis_lupus_familiaris	lncRNA.Homo_sapiens	orthology_type.Mus_musculus.Homo_sapiens	nbTotalIndication	profilIndication
ENSMUSG00000105583	NA	NA	ENSG00000250091	one_to_one	1	one_to_one:1
ENSMUSG00000105604	NA	NA	ENSG00000214650	many_to_one	1	many_to_one:1
ENSMUSG00000105646	NA	NA	ENSG00000240040;ENSG00000290802	one_to_many	1	one_to_many:1
ENSMUSG00000105662	NA	NA	ENSG00000260377	one_to_one	1	one_to_one:1
ENSMUSG00000105698	NA	NA	ENSG00000285928;ENSG00000273338	one_to_many	1	one_to_many:1
ENSMUSG00000105753	ENSCAFG00845008105	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000105759	NA	NA	ENSG00000251497	many_to_one	1	many_to_one:1
ENSMUSG00000105773	NA	NA	ENSG00000234215	many_to_one	1	many_to_one:1
ENSMUSG00000105789	NA	NA	ENSG00000234492	one_to_one	1	one_to_one:1
ENSMUSG00000105809	NA	NA	ENSG00000234215	many_to_one	1	many_to_one:1
ENSMUSG00000105837	NA	NA	ENSG00000288913	one_to_one	1	one_to_one:1
ENSMUSG00000105852	NA	NA	ENSG00000243960	one_to_one	1	one_to_one:1
ENSMUSG00000105857	NA	NA	ENSG00000249196;ENSG00000286394;ENSG00000256699;ENSG00000286246	one_to_many	1	one_to_many:1
ENSMUSG00000105881	ENSCAFG00845023963	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000105941	NA	NA	ENSG00000228013	one_to_one	1	one_to_one:1
ENSMUSG00000105966	NA	NA	ENSG00000287103	one_to_one	1	one_to_one:1
ENSMUSG00000106005	NA	NA	ENSG00000228086	one_to_one	1	one_to_one:1
ENSMUSG00000106019	NA	NA	ENSG00000231310	one_to_one	1	one_to_one:1
ENSMUSG00000106070	NA	NA	ENSG00000287217	one_to_one	1	one_to_one:1
ENSMUSG00000106086	NA	NA	ENSG00000232021	one_to_one	1	one_to_one:1
ENSMUSG00000106112	NA	NA	ENSG00000251002;ENSG00000259054	one_to_many	1	one_to_many:1
ENSMUSG00000106121	NA	NA	ENSG00000285698	one_to_one	1	one_to_one:1
ENSMUSG00000106255	NA	NA	ENSG00000249171	one_to_one	1	one_to_one:1
ENSMUSG00000106319	NA	NA	ENSG00000251442	one_to_one	1	one_to_one:1
ENSMUSG00000106321	NA	NA	ENSG00000203645	one_to_one	1	one_to_one:1
ENSMUSG00000106334	ENSCAFG00845029051	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000106367	ENSCAFG00845019287;ENSCAFG00845019310	one_to_many	NA	NA	1	one_to_many:1
ENSMUSG00000106395	NA	NA	ENSG00000234215	many_to_one	1	many_to_one:1
ENSMUSG00000106396	NA	NA	ENSG00000289483	one_to_one	1	one_to_one:1
ENSMUSG00000106426	ENSCAFG00845002404	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000106437	ENSCAFG00845016219	many_to_one	ENSG00000249815	many_to_one	2	many_to_one:2
ENSMUSG00000106492	NA	NA	ENSG00000286189;ENSG00000251260;ENSG00000180769	many_to_many	1	many_to_many:1
ENSMUSG00000106505	NA	NA	ENSG00000253170	one_to_one	1	one_to_one:1
ENSMUSG00000106522	NA	NA	ENSG00000256064	one_to_one	1	one_to_one:1
ENSMUSG00000106525	NA	NA	ENSG00000239381	many_to_one	1	many_to_one:1
ENSMUSG00000106538	NA	NA	ENSG00000248545	one_to_one	1	one_to_one:1
ENSMUSG00000106543	NA	NA	ENSG00000237738	one_to_one	1	one_to_one:1
ENSMUSG00000106550	NA	NA	ENSG00000237505	many_to_one	1	many_to_one:1
ENSMUSG00000106588	ENSCAFG00845013253	many_to_one	ENSG00000286742;ENSG00000237819	many_to_many_strict	2	many_to_many_strict:1;many_to_one:1
ENSMUSG00000106598	NA	NA	ENSG00000248479	one_to_one	1	one_to_one:1
ENSMUSG00000106632	NA	NA	ENSG00000229051	one_to_one	1	one_to_one:1
ENSMUSG00000106659	NA	NA	ENSG00000279110;ENSG00000279548;ENSG00000279085;ENSG00000203280;ENSG00000279006	one_to_many	1	one_to_many:1
ENSMUSG00000106663	NA	NA	ENSG00000214650	many_to_one	1	many_to_one:1
ENSMUSG00000106688	ENSCAFG00845012817	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000106698	NA	NA	ENSG00000245928	one_to_one	1	one_to_one:1
ENSMUSG00000106719	NA	NA	ENSG00000287904;ENSG00000237637	one_to_many	1	one_to_many:1
ENSMUSG00000106726	NA	NA	ENSG00000249727	one_to_one	1	one_to_one:1
ENSMUSG00000106738	ENSCAFG00845015730	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000106740	NA	NA	ENSG00000290234	one_to_one	1	one_to_one:1
ENSMUSG00000106756	NA	NA	ENSG00000287060	many_to_one	1	many_to_one:1
ENSMUSG00000106783	NA	NA	ENSG00000288944	one_to_one	1	one_to_one:1
ENSMUSG00000106795	NA	NA	ENSG00000255399	one_to_one	1	one_to_one:1
ENSMUSG00000106828	NA	NA	ENSG00000287369;ENSG00000245067	one_to_many	1	one_to_many:1
ENSMUSG00000106845	ENSCAFG00845022967;ENSCAFG00845022973	one_to_many	NA	NA	1	one_to_many:1
ENSMUSG00000106847	NA	NA	ENSG00000282164;ENSG00000289741	one_to_many	1	one_to_many:1
ENSMUSG00000106888	NA	NA	ENSG00000251148	one_to_one	1	one_to_one:1
ENSMUSG00000106892	ENSCAFG00845022067	many_to_one	NA	NA	1	many_to_one:1
ENSMUSG00000106894	NA	NA	ENSG00000223522	one_to_one	1	one_to_one:1
ENSMUSG00000106902	NA	NA	ENSG00000250623	one_to_one	1	one_to_one:1
ENSMUSG00000106906	NA	NA	ENSG00000250192	many_to_one	1	many_to_one:1
ENSMUSG00000106927	NA	NA	ENSG00000270008	one_to_one	1	one_to_one:1
ENSMUSG00000106943	NA	NA	ENSG00000260120	one_to_one	1	one_to_one:1
ENSMUSG00000106951	ENSCAFG00845022067	many_to_one	NA	NA	1	many_to_one:1
ENSMUSG00000106985	NA	NA	ENSG00000250192	many_to_one	1	many_to_one:1
ENSMUSG00000107008	NA	NA	ENSG00000290644	one_to_one	1	one_to_one:1
ENSMUSG00000107013	ENSCAFG00845030688	one_to_one	ENSG00000289105	one_to_one	2	one_to_one:2
ENSMUSG00000107047	ENSCAFG00845014882	one_to_one	ENSG00000226968	one_to_one	2	one_to_one:2
ENSMUSG00000107048	NA	NA	ENSG00000277151	one_to_one	1	one_to_one:1
ENSMUSG00000107090	NA	NA	ENSG00000287815	one_to_one	1	one_to_one:1
ENSMUSG00000107121	NA	NA	ENSG00000277283	one_to_one	1	one_to_one:1
ENSMUSG00000107214	NA	NA	ENSG00000278305	one_to_one	1	one_to_one:1
ENSMUSG00000107219	NA	NA	ENSG00000290204;ENSG00000287243;ENSG00000256691	one_to_many	1	one_to_many:1
ENSMUSG00000107232	NA	NA	ENSG00000250192	many_to_one	1	many_to_one:1
ENSMUSG00000107271	NA	NA	ENSG00000236094	one_to_one	1	one_to_one:1
ENSMUSG00000107301	NA	NA	ENSG00000248646	one_to_one	1	one_to_one:1
ENSMUSG00000107318	NA	NA	ENSG00000232415	one_to_one	1	one_to_one:1
ENSMUSG00000107319	NA	NA	ENSG00000249771	one_to_one	1	one_to_one:1
ENSMUSG00000107384	NA	NA	ENSG00000289381	one_to_one	1	one_to_one:1
ENSMUSG00000107422	NA	NA	ENSG00000230435	one_to_one	1	one_to_one:1
ENSMUSG00000107458	NA	NA	ENSG00000231249;ENSG00000235947	one_to_many	1	one_to_many:1
ENSMUSG00000107525	NA	NA	ENSG00000248627;ENSG00000250908;ENSG00000248511	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000107534	NA	NA	ENSG00000289463;ENSG00000281195	one_to_many	1	one_to_many:1
ENSMUSG00000107561	NA	NA	ENSG00000285619	one_to_one	1	one_to_one:1
ENSMUSG00000107660	NA	NA	ENSG00000289053	one_to_one	1	one_to_one:1
ENSMUSG00000107663	NA	NA	ENSG00000287595	many_to_one	1	many_to_one:1
ENSMUSG00000107675	NA	NA	ENSG00000256564	many_to_one	1	many_to_one:1
ENSMUSG00000107682	NA	NA	ENSG00000289327	many_to_one	1	many_to_one:1
ENSMUSG00000107688	ENSCAFG00845025557	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000107722	NA	NA	ENSG00000265451	many_to_one	1	many_to_one:1
ENSMUSG00000107730	NA	NA	ENSG00000256658	one_to_one	1	one_to_one:1
ENSMUSG00000107736	NA	NA	ENSG00000187979	one_to_one	1	one_to_one:1
ENSMUSG00000107737	ENSCAFG00845024131	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000107766	NA	NA	ENSG00000229263	one_to_one	1	one_to_one:1
ENSMUSG00000107791	NA	NA	ENSG00000229630	one_to_one	1	one_to_one:1
ENSMUSG00000107802	NA	NA	ENSG00000257023	one_to_one	1	one_to_one:1
ENSMUSG00000107825	NA	NA	ENSG00000259920;ENSG00000272701;ENSG00000270823	one_to_many	1	one_to_many:1
ENSMUSG00000107842	NA	NA	ENSG00000286979;ENSG00000235035	one_to_many	1	one_to_many:1
ENSMUSG00000107859	NA	NA	ENSG00000283010	many_to_one	1	many_to_one:1
ENSMUSG00000107864	NA	NA	ENSG00000248627;ENSG00000250908;ENSG00000248511	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000107902	NA	NA	ENSG00000240405	one_to_one	1	one_to_one:1
ENSMUSG00000107933	NA	NA	ENSG00000234944	one_to_one	1	one_to_one:1
ENSMUSG00000107969	NA	NA	ENSG00000248100	one_to_one	1	one_to_one:1
ENSMUSG00000107994	NA	NA	ENSG00000290072	one_to_one	1	one_to_one:1
ENSMUSG00000107999	ENSCAFG00845022376	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000108006	NA	NA	ENSG00000286347	one_to_one	1	one_to_one:1
ENSMUSG00000108010	NA	NA	ENSG00000244300	one_to_one	1	one_to_one:1
ENSMUSG00000108015	NA	NA	ENSG00000287687	one_to_one	1	one_to_one:1
ENSMUSG00000108033	NA	NA	ENSG00000232533	one_to_one	1	one_to_one:1
ENSMUSG00000108034	NA	NA	ENSG00000219410	one_to_one	1	one_to_one:1
ENSMUSG00000108060	NA	NA	ENSG00000229452;ENSG00000285412	one_to_many	1	one_to_many:1
ENSMUSG00000108094	ENSCAFG00845013844	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000108103	NA	NA	ENSG00000228723;ENSG00000227929;ENSG00000235830;ENSG00000224808;ENSG00000287623	one_to_many	1	one_to_many:1
ENSMUSG00000108148	ENSCAFG00845020623	one_to_one	ENSG00000257456	one_to_one	2	one_to_one:2
ENSMUSG00000108166	ENSCAFG00845024049	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000108171	NA	NA	ENSG00000235295;ENSG00000286990	many_to_many	1	many_to_many:1
ENSMUSG00000108175	ENSCAFG00845017601	many_to_one	ENSG00000228421	many_to_one	2	many_to_one:2
ENSMUSG00000108190	NA	NA	ENSG00000244479	one_to_one	1	one_to_one:1
ENSMUSG00000108196	NA	NA	ENSG00000290048;ENSG00000255670	one_to_many	1	one_to_many:1
ENSMUSG00000108207	ENSCAFG00845022067	many_to_one	NA	NA	1	many_to_one:1
ENSMUSG00000108232	NA	NA	ENSG00000235295;ENSG00000286990	many_to_many	1	many_to_many:1
ENSMUSG00000108239	NA	NA	ENSG00000255621	one_to_one	1	one_to_one:1
ENSMUSG00000108242	NA	NA	ENSG00000248627;ENSG00000250908;ENSG00000248511	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000108255	ENSCAFG00845017601	many_to_one	ENSG00000228421	many_to_one	2	many_to_one:2
ENSMUSG00000108258	NA	NA	ENSG00000275097	one_to_one	1	one_to_one:1
ENSMUSG00000108282	NA	NA	ENSG00000249028	one_to_one	1	one_to_one:1
ENSMUSG00000108297	NA	NA	ENSG00000224771;ENSG00000236999	one_to_many	1	one_to_many:1
ENSMUSG00000108311	ENSCAFG00845002719;ENSCAFG00845002714;ENSCAFG00845002709	many_to_many_strict	NA	NA	1	many_to_many_strict:1
ENSMUSG00000108321	NA	NA	ENSG00000259177	one_to_one	1	one_to_one:1
ENSMUSG00000108334	NA	NA	ENSG00000286538	one_to_one	1	one_to_one:1
ENSMUSG00000108351	NA	NA	ENSG00000283213	one_to_one	1	one_to_one:1
ENSMUSG00000108373	ENSCAFG00845000253	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000108387	NA	NA	ENSG00000261407	one_to_one	1	one_to_one:1
ENSMUSG00000108409	NA	NA	ENSG00000261090	one_to_one	1	one_to_one:1
ENSMUSG00000108414	NA	NA	ENSG00000255717	one_to_one	1	one_to_one:1
ENSMUSG00000108417	NA	NA	ENSG00000103472	one_to_one	1	one_to_one:1
ENSMUSG00000108421	ENSCAFG00845020598	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000108448	NA	NA	ENSG00000258647;ENSG00000260337	one_to_many	1	one_to_many:1
ENSMUSG00000108483	NA	NA	ENSG00000260167	one_to_one	1	one_to_one:1
ENSMUSG00000108489	NA	NA	ENSG00000254878	many_to_one	1	many_to_one:1
ENSMUSG00000108524	NA	NA	ENSG00000274092	one_to_one	1	one_to_one:1
ENSMUSG00000108530	NA	NA	ENSG00000285663	one_to_one	1	one_to_one:1
ENSMUSG00000108551	NA	NA	ENSG00000289171	one_to_one	1	one_to_one:1
ENSMUSG00000108563	NA	NA	ENSG00000288872	one_to_one	1	one_to_one:1
ENSMUSG00000108587	NA	NA	ENSG00000259814	one_to_one	1	one_to_one:1
ENSMUSG00000108603	ENSCAFG00845003620	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000108616	ENSCAFG00845000264	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000108617	NA	NA	ENSG00000275857	one_to_one	1	one_to_one:1
ENSMUSG00000108620	NA	NA	ENSG00000259772	one_to_one	1	one_to_one:1
ENSMUSG00000108624	NA	NA	ENSG00000267296;ENSG00000267580;ENSG00000267727;ENSG00000267130	one_to_many	1	one_to_many:1
ENSMUSG00000108635	NA	NA	ENSG00000255345;ENSG00000254885;ENSG00000254563	many_to_many	1	many_to_many:1
ENSMUSG00000108648	NA	NA	ENSG00000289966	one_to_one	1	one_to_one:1
ENSMUSG00000108660	NA	NA	ENSG00000286244;ENSG00000287250	one_to_many	1	one_to_many:1
ENSMUSG00000108676	NA	NA	ENSG00000246465	one_to_one	1	one_to_one:1
ENSMUSG00000108709	NA	NA	ENSG00000272564;ENSG00000232504	one_to_many	1	one_to_many:1
ENSMUSG00000108724	ENSCAFG00845002719;ENSCAFG00845002714;ENSCAFG00845002709	many_to_many_strict	NA	NA	1	many_to_many_strict:1
ENSMUSG00000108773	NA	NA	ENSG00000232394	one_to_one	1	one_to_one:1
ENSMUSG00000108788	NA	NA	ENSG00000260305	many_to_one	1	many_to_one:1
ENSMUSG00000108800	NA	NA	ENSG00000285866	one_to_one	1	one_to_one:1
ENSMUSG00000108801	NA	NA	ENSG00000260083	one_to_one	1	one_to_one:1
ENSMUSG00000108814	NA	NA	ENSG00000261045	many_to_one	1	many_to_one:1
ENSMUSG00000108847	NA	NA	ENSG00000275248	one_to_one	1	one_to_one:1
ENSMUSG00000108851	NA	NA	ENSG00000254902;ENSG00000254605;ENSG00000254417;ENSG00000248844	one_to_many	1	one_to_many:1
ENSMUSG00000108869	NA	NA	ENSG00000275443;ENSG00000259763;ENSG00000278146	many_to_many	1	many_to_many:1
ENSMUSG00000108875	ENSCAFG00845006577	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000108876	NA	NA	ENSG00000258483	one_to_one	1	one_to_one:1
ENSMUSG00000108950	NA	NA	ENSG00000255043;ENSG00000254453;ENSG00000254542;ENSG00000254622;ENSG00000270607;ENSG00000254894	many_to_many	1	many_to_many:1
ENSMUSG00000108967	ENSCAFG00845005798	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000108969	NA	NA	ENSG00000285534	many_to_one	1	many_to_one:1
ENSMUSG00000108997	NA	NA	ENSG00000223617;ENSG00000275216	many_to_many	1	many_to_many:1
ENSMUSG00000109002	NA	NA	ENSG00000286943	one_to_one	1	one_to_one:1
ENSMUSG00000109009	NA	NA	ENSG00000260679;ENSG00000260348	one_to_many	1	one_to_many:1
ENSMUSG00000109017	NA	NA	ENSG00000268055;ENSG00000269445	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000109029	NA	NA	ENSG00000275830;ENSG00000287575	one_to_many	1	one_to_many:1
ENSMUSG00000109049	NA	NA	ENSG00000267786	one_to_one	1	one_to_one:1
ENSMUSG00000109062	NA	NA	ENSG00000230156	many_to_one	1	many_to_one:1
ENSMUSG00000109067	NA	NA	ENSG00000223617;ENSG00000275216	many_to_many	1	many_to_many:1
ENSMUSG00000109080	NA	NA	ENSG00000267192;ENSG00000285996	one_to_many	1	one_to_many:1
ENSMUSG00000109084	NA	NA	ENSG00000285534	many_to_one	1	many_to_one:1
ENSMUSG00000109089	NA	NA	ENSG00000234854	one_to_one	1	one_to_one:1
ENSMUSG00000109097	NA	NA	ENSG00000259275;ENSG00000259312	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000109110	NA	NA	ENSG00000286872	one_to_one	1	one_to_one:1
ENSMUSG00000109113	NA	NA	ENSG00000290675	one_to_one	1	one_to_one:1
ENSMUSG00000109119	NA	NA	ENSG00000287892;ENSG00000259376	one_to_many	1	one_to_many:1
ENSMUSG00000109130	NA	NA	ENSG00000255421;ENSG00000255507	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000109151	NA	NA	ENSG00000231428	one_to_one	1	one_to_one:1
ENSMUSG00000109160	NA	NA	ENSG00000289851	one_to_one	1	one_to_one:1
ENSMUSG00000109165	ENSCAFG00845000300	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000109203	NA	NA	ENSG00000255270	one_to_one	1	one_to_one:1
ENSMUSG00000109248	ENSCAFG00845004813	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000109282	NA	NA	ENSG00000255421;ENSG00000255507	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000109291	NA	NA	ENSG00000285534	many_to_one	1	many_to_one:1
ENSMUSG00000109299	NA	NA	ENSG00000254143	one_to_one	1	one_to_one:1
ENSMUSG00000109307	NA	NA	ENSG00000267892	one_to_one	1	one_to_one:1
ENSMUSG00000109338	NA	NA	ENSG00000288536	one_to_one	1	one_to_one:1
ENSMUSG00000109341	ENSCAFG00845004944	one_to_one	ENSG00000287813;ENSG00000259175;ENSG00000258010;ENSG00000270919;ENSG00000259495	one_to_many	2	one_to_many:1;one_to_one:1
ENSMUSG00000109361	NA	NA	ENSG00000259275;ENSG00000259312	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000109364	NA	NA	ENSG00000275322	one_to_one	1	one_to_one:1
ENSMUSG00000109371	NA	NA	ENSG00000230156	many_to_one	1	many_to_one:1
ENSMUSG00000109382	NA	NA	ENSG00000255555;ENSG00000255311;ENSG00000254787	one_to_many	1	one_to_many:1
ENSMUSG00000109407	NA	NA	ENSG00000259870	one_to_one	1	one_to_one:1
ENSMUSG00000109408	NA	NA	ENSG00000263069	one_to_one	1	one_to_one:1
ENSMUSG00000109419	ENSCAFG00845009050;ENSCAFG00845009060	many_to_many_strict	ENSG00000272479	many_to_one	2	many_to_many_strict:1;many_to_one:1
ENSMUSG00000109420	ENSCAFG00845004914	many_to_one	NA	NA	1	many_to_one:1
ENSMUSG00000109432	NA	NA	ENSG00000223617;ENSG00000275216	many_to_many	1	many_to_many:1
ENSMUSG00000109485	NA	NA	ENSG00000288850	one_to_one	1	one_to_one:1
ENSMUSG00000109499	NA	NA	ENSG00000255159;ENSG00000254665	one_to_many	1	one_to_many:1
ENSMUSG00000109501	NA	NA	ENSG00000286998	one_to_one	1	one_to_one:1
ENSMUSG00000109503	NA	NA	ENSG00000223617;ENSG00000275216	many_to_many	1	many_to_many:1
ENSMUSG00000109508	NA	NA	ENSG00000285534	many_to_one	1	many_to_one:1
ENSMUSG00000109517	NA	NA	ENSG00000261195	one_to_one	1	one_to_one:1
ENSMUSG00000109545	NA	NA	ENSG00000283384	one_to_one	1	one_to_one:1
ENSMUSG00000109556	NA	NA	ENSG00000286739	one_to_one	1	one_to_one:1
ENSMUSG00000109559	NA	NA	ENSG00000255395	many_to_one	1	many_to_one:1
ENSMUSG00000109582	NA	NA	ENSG00000260343	one_to_one	1	one_to_one:1
ENSMUSG00000109587	NA	NA	ENSG00000286771	one_to_one	1	one_to_one:1
ENSMUSG00000109599	NA	NA	ENSG00000231858	one_to_one	1	one_to_one:1
ENSMUSG00000109602	NA	NA	ENSG00000287603	one_to_one	1	one_to_one:1
ENSMUSG00000109604	ENSCAFG00845018009;ENSCAFG00845018023	one_to_many	NA	NA	1	one_to_many:1
ENSMUSG00000109612	ENSCAFG00845023011	one_to_one	ENSG00000248517	one_to_one	2	one_to_one:2
ENSMUSG00000109644	NA	NA	ENSG00000286024	one_to_one	1	one_to_one:1
ENSMUSG00000109697	NA	NA	ENSG00000286039	one_to_one	1	one_to_one:1
ENSMUSG00000109698	NA	NA	ENSG00000254340;ENSG00000248538	one_to_many	1	one_to_many:1
ENSMUSG00000109704	NA	NA	ENSG00000291048;ENSG00000253893	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000109722	NA	NA	ENSG00000287997;ENSG00000275005;ENSG00000275327	many_to_many	1	many_to_many:1
ENSMUSG00000109733	ENSCAFG00845006763	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000109751	NA	NA	ENSG00000286292;ENSG00000271646	many_to_many	1	many_to_many:1
ENSMUSG00000109754	NA	NA	ENSG00000260744;ENSG00000261369	one_to_many	1	one_to_many:1
ENSMUSG00000109759	ENSCAFG00845015446	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000109761	NA	NA	ENSG00000286910;ENSG00000289622	one_to_many	1	one_to_many:1
ENSMUSG00000109774	NA	NA	ENSG00000286420	one_to_one	1	one_to_one:1
ENSMUSG00000109803	ENSCAFG00845007560	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000109808	NA	NA	ENSG00000254401	one_to_one	1	one_to_one:1
ENSMUSG00000109816	NA	NA	ENSG00000282787;ENSG00000273599	one_to_many	1	one_to_many:1
ENSMUSG00000109831	NA	NA	ENSG00000280953	one_to_one	1	one_to_one:1
ENSMUSG00000109847	NA	NA	ENSG00000287997;ENSG00000275005;ENSG00000275327	many_to_many	1	many_to_many:1
ENSMUSG00000109849	NA	NA	ENSG00000240777	one_to_one	1	one_to_one:1
ENSMUSG00000109857	NA	NA	ENSG00000262454	one_to_one	1	one_to_one:1
ENSMUSG00000109868	NA	NA	ENSG00000258779;ENSG00000259817;ENSG00000261227;ENSG00000284675;ENSG00000260880;ENSG00000260848;ENSG00000283457;ENSG00000271009;ENSG00000259209	many_to_many	1	many_to_many:1
ENSMUSG00000109881	NA	NA	ENSG00000273521;ENSG00000277959	one_to_many	1	one_to_many:1
ENSMUSG00000109887	NA	NA	ENSG00000226707	one_to_one	1	one_to_one:1
ENSMUSG00000109888	NA	NA	ENSG00000287433	many_to_one	1	many_to_one:1
ENSMUSG00000109921	NA	NA	ENSG00000229520	one_to_one	1	one_to_one:1
ENSMUSG00000109931	NA	NA	ENSG00000285016	one_to_one	1	one_to_one:1
ENSMUSG00000109945	NA	NA	ENSG00000250902;ENSG00000250582	one_to_many	1	one_to_many:1
ENSMUSG00000109959	NA	NA	ENSG00000290083	one_to_one	1	one_to_one:1
ENSMUSG00000109962	NA	NA	ENSG00000255335	one_to_one	1	one_to_one:1
ENSMUSG00000109984	NA	NA	ENSG00000277383;ENSG00000269806	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000109992	ENSCAFG00845028348	one_to_one	ENSG00000248319	one_to_one	2	one_to_one:2
ENSMUSG00000110007	NA	NA	ENSG00000287047	many_to_one	1	many_to_one:1
ENSMUSG00000110016	NA	NA	ENSG00000233981	many_to_one	1	many_to_one:1
ENSMUSG00000110017	NA	NA	ENSG00000253361;ENSG00000196166	one_to_many	1	one_to_many:1
ENSMUSG00000110023	NA	NA	ENSG00000259283	one_to_one	1	one_to_one:1
ENSMUSG00000110026	NA	NA	ENSG00000228021	one_to_one	1	one_to_one:1
ENSMUSG00000110035	ENSCAFG00845022968	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000110053	ENSCAFG00845012137	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000110093	NA	NA	ENSG00000255043;ENSG00000254453;ENSG00000254542;ENSG00000254622;ENSG00000270607;ENSG00000254894	many_to_many	1	many_to_many:1
ENSMUSG00000110115	NA	NA	ENSG00000234311	one_to_one	1	one_to_one:1
ENSMUSG00000110116	NA	NA	ENSG00000291048;ENSG00000253893	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000110138	NA	NA	ENSG00000261630;ENSG00000261049;ENSG00000260194	many_to_many	1	many_to_many:1
ENSMUSG00000110148	NA	NA	ENSG00000253645	one_to_one	1	one_to_one:1
ENSMUSG00000110161	NA	NA	ENSG00000254422;ENSG00000277459	many_to_many_strict	1	many_to_many_strict:1
ENSMUSG00000110166	ENSCAFG00845003649	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000110210	NA	NA	ENSG00000258114	one_to_one	1	one_to_one:1
ENSMUSG00000110214	NA	NA	ENSG00000287204	one_to_one	1	one_to_one:1
ENSMUSG00000110236	NA	NA	ENSG00000254575	one_to_one	1	one_to_one:1
ENSMUSG00000110239	NA	NA	ENSG00000245148;ENSG00000256007;ENSG00000286555	one_to_many	1	one_to_many:1
ENSMUSG00000110240	NA	NA	ENSG00000287898	one_to_one	1	one_to_one:1
ENSMUSG00000110286	NA	NA	ENSG00000288782	one_to_one	1	one_to_one:1
ENSMUSG00000110310	ENSCAFG00845017925	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000110321	NA	NA	ENSG00000291049	one_to_one	1	one_to_one:1
ENSMUSG00000110353	NA	NA	ENSG00000257345	one_to_one	1	one_to_one:1
ENSMUSG00000110373	ENSCAFG00845027822	many_to_one	ENSG00000234021;ENSG00000225706;ENSG00000230920;ENSG00000226717	many_to_many	2	many_to_many:1;many_to_one:1
ENSMUSG00000110374	NA	NA	ENSG00000286292;ENSG00000271646	many_to_many	1	many_to_many:1
ENSMUSG00000110390	ENSCAFG00845030349;ENSCAFG00845030360	one_to_many	NA	NA	1	one_to_many:1
ENSMUSG00000110409	NA	NA	ENSG00000287169	many_to_one	1	many_to_one:1
ENSMUSG00000110419	NA	NA	ENSG00000290017;ENSG00000245213	one_to_many	1	one_to_many:1
ENSMUSG00000110428	NA	NA	ENSG00000276166;ENSG00000187185	many_to_many	1	many_to_many:1
ENSMUSG00000110433	NA	NA	ENSG00000273176	one_to_one	1	one_to_one:1
ENSMUSG00000110453	NA	NA	ENSG00000260530	one_to_one	1	one_to_one:1
ENSMUSG00000110467	ENSCAFG00845001708	one_to_one	NA	NA	1	one_to_one:1
ENSMUSG00000110475	NA	NA	ENSG00000276166;ENSG00000187185	many_to_many	1	many_to_many:1
ENSMUSG00000110483	NA	NA	ENSG00000276131;ENSG00000261078	one_to_many	1	one_to_many:1
ENSMUSG00000110485	NA	NA	ENSG00000248210	one_to_one	1	one_to_one:1
ENSMUSG00000110517	NA	NA	ENSG00000276166;ENSG00000187185	many_to_many	1	many_to_many:1
ENSMUSG00000110523	ENSCAFG00845002775;ENSCAFG00845002749	many_to_many_strict	ENSG00000256982	many_to_one	2	many_to_many_strict:1;many_to_one:1
