PCG.Homo_sapiens	conf.Homo_sapiens	PCG.Mus_musculus	conf.Mus_musculus	lncRNA.Homo_sapiens	class.Homo_sapiens	distance.Homo_sapiens	lncRNA.Mus_musculus	class.Mus_musculus	distance.Mus_musculus	orthology_type.Homo_sapiens-Mus_musculus
ENSG00000186318	lncgDivg	ENSMUSG00000032086	lncgDivg	ENSG00000278768	n.1.1	0	ENSMUSG00000089810	1.1.1	0	one_to_one
ENSG00000177103	lncgDivg	ENSMUSG00000032087	lncgDivg	ENSG00000270403	1.1.1	0	ENSMUSG00000097074	n.n.1	0	one_to_one
ENSG00000110367	lncgDivg	ENSMUSG00000032097	lncgDivg	ENSG00000278376	1.1.1	38	ENSMUSG00000120036	1.1.1	297	one_to_one
ENSG00000129351	lncgDivg	ENSMUSG00000032178	lncgDivg	ENSG00000267100	1.1.1	429	ENSMUSG00000110915	1.1.1	0	one_to_one
ENSG00000069966	lncgDivg	ENSMUSG00000032192	lncgDivg	ENSG00000259327;ENSG00000259709	1.1.1;n.1.1	0;0	ENSMUSG00000111348;ENSMUSG00000110824	1.1.1;1.1.1	0;0	many_to_many_strict
ENSG00000103569	lncgDivg	ENSMUSG00000032204	lncgDivg	ENSG00000289948	1.1.1	0	ENSMUSG00000111429	n.n.1	0	one_to_one
ENSG00000166035	lncgDivg	ENSMUSG00000032207	lncgDivg	ENSG00000259293	1.1.1	0	ENSMUSG00000111631	1.1.1	0	one_to_one
ENSG00000138587	lncgDivg	ENSMUSG00000032221	lncgDivg	ENSG00000277245	1.1.1	0	ENSMUSG00000098778	1.1.1	0	one_to_one
ENSG00000069667	lncgDivg	ENSMUSG00000032238	lncgDivg	ENSG00000273958;ENSG00000287508;ENSG00000259591;ENSG00000286457;ENSG00000259481;ENSG00000259575;ENSG00000259482;ENSG00000259274	1.1.1;1.1.1;n.1.1;1.1.1;1.1.1;1.1.1;n.1.1;1.1.1	0;0;0;0;0;0;0;0	ENSMUSG00000086648	1.1.1	0	many_to_one
ENSG00000135338	lncgDivg	ENSMUSG00000032258	lncgDivg	ENSG00000287811	n.n.1	0	ENSMUSG00000099718	1.1.1	0	one_to_one
ENSG00000187720	lncgDivg	ENSMUSG00000032289	lncgDivg	ENSG00000278408;ENSG00000259964;ENSG00000225362	1.1.1;n.1.1;n.n.1	0;0;0	ENSMUSG00000111296	1.1.1	0	many_to_one
ENSG00000159556	lncgDivg	ENSMUSG00000032318	lncgDivg	ENSG00000259514	1.1.1	0	ENSMUSG00000090270	n.1.1	0	one_to_one
ENSG00000067141	lncgDivg	ENSMUSG00000032340	lncgDivg	ENSG00000259528	1.1.1	0	ENSMUSG00000111846	1.1.1	0	one_to_one
ENSG00000137269	lncgDivg	ENSMUSG00000032352	lncgDivg	ENSG00000271218;ENSG00000227885	1.1.1;n.n.1	0;0	ENSMUSG00000099094	n.1.1	332	many_to_one
ENSG00000137251	lncgDivg	ENSMUSG00000032357	lncgDivg	ENSG00000228231	1.1.1	0	ENSMUSG00000098370	1.1.1	888	one_to_one
ENSG00000140416	lncgDivg	ENSMUSG00000032366	lncgDivg	ENSG00000259627;ENSG00000259498	1.1.1;n.1.1	0;0	ENSMUSG00000121089	1.1.1	0	many_to_one
ENSG00000140455	lncgDivg	ENSMUSG00000032376	lncgDivg	ENSG00000276651	1.1.1	1428	ENSMUSG00000086387	1.1.1	0	one_to_one
ENSG00000163714	lncgDivg	ENSMUSG00000032407	lncgDivg	ENSG00000268129	1.1.1	0	ENSMUSG00000101037	1.1.1	0	one_to_one
ENSG00000158258	lncgDivg	ENSMUSG00000032452	lncgDivg	ENSG00000251058;ENSG00000249290;ENSG00000250433	1.1.1;n.1.1;1.1.1	0;0;0	ENSMUSG00000090255	n.1.1	0	many_to_one
ENSG00000175110	lncgDivg	ENSMUSG00000032459	lncgDivg	ENSG00000286988;ENSG00000272656	1.1.1;1.1.1	0;0	ENSMUSG00000102861	1.1.1	0	many_to_one
ENSG00000066405	lncgDivg	ENSMUSG00000032473	lncgDivg	ENSG00000272609	1.1.1	0	ENSMUSG00000089655	1.1.1	0	one_to_one
ENSG00000073756	lncgDivg	ENSMUSG00000032487	lncgDivg	ENSG00000273129	1.1.1	0	ENSMUSG00000097028	n.1.1	214	one_to_one
ENSG00000172995	lncgDivg	ENSMUSG00000032503	lncgDivg	ENSG00000230830	1.1.1	0	ENSMUSG00000087038;ENSMUSG00000089718	n.n.1;1.1.1	0;0	one_to_many
ENSG00000144655	lncgDivg	ENSMUSG00000032515	lncgDivg	ENSG00000283849;ENSG00000284669	1.1.1;1.1.1	0;0	ENSMUSG00000111639	n.1.1	0	many_to_one
ENSG00000154928	lncgDivg	ENSMUSG00000032537	lncgDivg	ENSG00000286982	1.1.1	0	ENSMUSG00000120943	n.1.1	0	one_to_one
ENSG00000113971	lncgDivg	ENSMUSG00000032558	lncgDivg	ENSG00000248724	n.1.1	0	ENSMUSG00000111035	1.1.1	161	one_to_one
ENSG00000017260	lncgDivg	ENSMUSG00000032570	lncgDivg	ENSG00000250592	1.1.1	0	ENSMUSG00000099373;ENSMUSG00000120939	1.1.1;1.1.1	0;0	one_to_many
ENSG00000003756	lncgDivg	ENSMUSG00000032580	lncgDivg	ENSG00000281691	1.1.1	0	ENSMUSG00000102899	1.1.1	0	one_to_one
ENSG00000164061	lncgDivg	ENSMUSG00000032589	lncgDivg	ENSG00000226913;ENSG00000235120	n.1.1;1.1.1	111;0	ENSMUSG00000102224	n.1.1	0	many_to_one
ENSG00000005108	lncgDivg	ENSMUSG00000032625	lncgDivg	ENSG00000230435	1.1.1	0	ENSMUSG00000107422	1.1.1	0	one_to_one
ENSG00000183150	lncgDivg	ENSMUSG00000032641	lncgDivg	ENSG00000257004	1.1.1	0	ENSMUSG00000100876	1.1.1	0	one_to_one
ENSG00000116667	lncgDivg	ENSMUSG00000032666	lncgDivg	ENSG00000271387	1.1.1	325	ENSMUSG00000100685	1.1.1	0	one_to_one
ENSG00000174718	lncgDivg	ENSMUSG00000032712	lncgDivg	ENSG00000255760	n.1.1	37	ENSMUSG00000121190	1.1.1	0	one_to_one
ENSG00000168539	lncgDivg	ENSMUSG00000032773	lncgDivg	ENSG00000257002	1.1.1	0	ENSMUSG00000117763	1.1.1	454	one_to_one
ENSG00000186635	lncgDivg	ENSMUSG00000032812	lncgDivg	ENSG00000245148;ENSG00000256007;ENSG00000286555	1.1.1;1.1.1;1.1.1	0;0;0	ENSMUSG00000110239	n.1.1	33	many_to_one
ENSG00000145362	lncgDivg	ENSMUSG00000032826	lncgDivg	ENSG00000251126;ENSG00000249373;ENSG00000248152	1.1.1;1.1.1;n.1.1	0;0;0	ENSMUSG00000097456	n.1.1	0	many_to_one
ENSG00000135362	lncgDivg	ENSMUSG00000032841	lncgDivg	ENSG00000254566;ENSG00000255060	1.1.1;1.1.1	0;0	ENSMUSG00000087465	1.1.1	0	many_to_one
ENSG00000198796	lncgDivg	ENSMUSG00000032845	lncgDivg	ENSG00000267579;ENSG00000267257	1.1.1;1.1.1	0;0	ENSMUSG00000118101;ENSMUSG00000118163;ENSMUSG00000117721	1.1.1;n.1.1;1.1.1	0;0;0	many_to_many
ENSG00000174989	lncgDivg	ENSMUSG00000032867	lncgDivg	ENSG00000257279;ENSG00000274554	1.1.1;1.1.1	0;0	ENSMUSG00000029360	1.1.1	0	many_to_one
ENSG00000198799	lncgDivg	ENSMUSG00000032913	lncgDivg	ENSG00000238198	1.1.1	85	ENSMUSG00000104768	1.1.1	0	one_to_one
ENSG00000131196	lncgDivg	ENSMUSG00000033016	lncgDivg	ENSG00000286186;ENSG00000275186	1.1.1;1.1.1	0;0	ENSMUSG00000118265	1.1.1	0	many_to_one
ENSG00000101474	lncgDivg	ENSMUSG00000033096	lncgDivg	ENSG00000286444	1.1.1	0	ENSMUSG00000086407	1.1.1	0	one_to_one
ENSG00000144824	lncgDivg	ENSMUSG00000033149	lncgDivg	ENSG00000286492	1.1.1	0	ENSMUSG00000085781	1.1.1	0	one_to_one
ENSG00000115649	lncgDivg	ENSMUSG00000033159	lncgDivg	ENSG00000290093	1.1.1	0	ENSMUSG00000121256	1.1.1	0	one_to_one
ENSG00000074416	lncgDivg	ENSMUSG00000033174	lncgDivg	ENSG00000287143	1.1.1	0	ENSMUSG00000097730	n.1.1	0	one_to_one
ENSG00000165072	lncgDivg	ENSMUSG00000033207	lncgDivg	ENSG00000204706	n.n.1	0	ENSMUSG00000118092	1.1.1	0	one_to_one
ENSG00000132394	lncgDivg	ENSMUSG00000033216	lncgDivg	ENSG00000285619	1.1.1	0	ENSMUSG00000107561	1.1.1	0	one_to_one
ENSG00000189079	lncgDivg	ENSMUSG00000033237	lncgDivg	ENSG00000289229;ENSG00000273015	1.1.1;1.1.1	942;1846	ENSMUSG00000097536	n.1.1	3023	many_to_one
ENSG00000173482	lncgDivg	ENSMUSG00000033278	lncgDivg	ENSG00000266149;ENSG00000266767;ENSG00000286627;ENSG00000286649	1.1.1;n.1.1;1.1.1;1.1.1	0;0;0;0	ENSMUSG00000114563;ENSMUSG00000114291;ENSMUSG00000114492	1.1.1;1.1.1;1.1.1	0;0;0	many_to_many
ENSG00000145012	lncgDivg	ENSMUSG00000033306	lncgDivg	ENSG00000270959;ENSG00000224563	1.1.1;1.1.1	0;0	ENSMUSG00000119959	n.1.1	0	many_to_one
ENSG00000060069	lncgDivg	ENSMUSG00000033323	lncgDivg	ENSG00000274828;ENSG00000266901;ENSG00000178412	1.1.1;1.1.1;1.1.1	439;0;58	ENSMUSG00000120406;ENSMUSG00000118070	1.1.1;1.1.1	429;0	many_to_many
ENSG00000006740	lncgDivg	ENSMUSG00000033389	lncgDivg	ENSG00000263707;ENSG00000277621	1.1.1;1.1.1	0;0	ENSMUSG00000118601	1.1.1	0	many_to_one
ENSG00000169604	lncgDivg	ENSMUSG00000033420	lncgDivg	ENSG00000286347	1.1.1	0	ENSMUSG00000108006	1.1.1	0	one_to_one
ENSG00000102531	lncgDivg	ENSMUSG00000033487	lncgDivg	ENSG00000275202	1.1.1	0	ENSMUSG00000090216	1.1.1	0	one_to_one
ENSG00000079335	lncgDivg	ENSMUSG00000033502	lncgDivg	ENSG00000228086	1.1.1	0	ENSMUSG00000106005	1.1.1	0	one_to_one
ENSG00000165914	lncgDivg	ENSMUSG00000033530	lncgDivg	ENSG00000259163;ENSG00000287663;ENSG00000258716;ENSG00000258935;ENSG00000258437	n.n.1;1.1.1;1.1.1;1.1.1;1.1.1	0;0;0;0;0	ENSMUSG00000113895	n.n.1	0	many_to_one
ENSG00000050327	lncgDivg	ENSMUSG00000033542	lncgDivg	ENSG00000244479	n.n.n	0	ENSMUSG00000108190	1.1.1	0	one_to_one
ENSG00000117543	lncgDivg	ENSMUSG00000033554	lncgDivg	ENSG00000233184;ENSG00000235795	n.n.1;1.1.1	0;0	ENSMUSG00000054426	n.1.1	0	many_to_one
ENSG00000100320	lncgDivg	ENSMUSG00000033565	lncgDivg	ENSG00000279652	1.1.1	0	ENSMUSG00000097267	n.n.1	0	one_to_one
ENSG00000053254	lncgDivg	ENSMUSG00000033713	lncgDivg	ENSG00000258920;ENSG00000258380;ENSG00000259073;ENSG00000258699;ENSG00000258752;ENSG00000277801	1.1.1;1.1.1;1.1.1;1.1.1;n.n.1;1.1.1	0;0;0;0;0;0	ENSMUSG00000097917;ENSMUSG00000033731	n.1.1;n.n.1	214;0	many_to_many
ENSG00000110076	lncgDivg	ENSMUSG00000033768	lncgDivg	ENSG00000237410;ENSG00000289058	1.1.1;1.1.1	0;0	ENSMUSG00000052188	n.1.1	0	many_to_one
ENSG00000135636	lncgDivg	ENSMUSG00000033788	lncgDivg	ENSG00000289327	1.1.1	0	ENSMUSG00000107682;ENSMUSG00000087001	1.1.1;1.1.1	0;0	one_to_many
ENSG00000172031	lncgDivg	ENSMUSG00000033805	lncgDivg	ENSG00000289483	1.1.1	82	ENSMUSG00000106396	1.1.1	0	one_to_one
ENSG00000124721	lncgDivg	ENSMUSG00000033826	lncgDivg	ENSG00000236355;ENSG00000231150	1.1.1;n.1.1	94;0	ENSMUSG00000118119;ENSMUSG00000099474;ENSMUSG00000117760	1.1.1;1.1.1;1.1.1	0;0;0	many_to_many
ENSG00000187775	lncgDivg	ENSMUSG00000033987	lncgDivg	ENSG00000267432	n.1.1	0	ENSMUSG00000085511	1.1.1	0	one_to_one
ENSG00000154783	lncgDivg	ENSMUSG00000034037	lncgDivg	ENSG00000260902	1.1.1	0	ENSMUSG00000087317	1.1.1	0	one_to_one
ENSG00000134013	lncgDivg	ENSMUSG00000034205	lncgDivg	ENSG00000253837	n.n.1	0	ENSMUSG00000098975	n.n.n	0	one_to_one
ENSG00000063660	lncgDivg	ENSMUSG00000034220	lncgDivg	ENSG00000218416	n.n.1	0	ENSMUSG00000100781;ENSMUSG00000101995	1.1.1;1.1.1	0;0	one_to_many
ENSG00000166348	lncgDivg	ENSMUSG00000034235	lncgDivg	ENSG00000268584	1.1.1	0	ENSMUSG00000099966	1.1.1	0	one_to_one
ENSG00000173230	lncgDivg	ENSMUSG00000034243	lncgDivg	ENSG00000288868	1.1.1	0	ENSMUSG00000084834	1.1.1	0	one_to_one
ENSG00000163517	lncgDivg	ENSMUSG00000034245	lncgDivg	ENSG00000244502	1.1.1	0	ENSMUSG00000085624	1.1.1	0	one_to_one
ENSG00000225190	lncgDivg	ENSMUSG00000034247	lncgDivg	ENSG00000236234	1.1.1	0	ENSMUSG00000110636	n.1.1	101	one_to_one
ENSG00000159314	lncgDivg	ENSMUSG00000034255	lncgDivg	ENSG00000267344	1.1.1	0	ENSMUSG00000085887;ENSMUSG00000085360;ENSMUSG00000085733	1.1.1;1.1.1;1.1.1	0;0;0	one_to_many
ENSG00000175048	lncgDivg	ENSMUSG00000034265	lncgDivg	ENSG00000286482	1.1.1	91	ENSMUSG00000120361	1.1.1	0	one_to_one
ENSG00000140044	lncgDivg	ENSMUSG00000034271	lncgDivg	ENSG00000259319	n.n.1	0	ENSMUSG00000113165	1.1.1	0	one_to_one
ENSG00000149548	lncgDivg	ENSMUSG00000034303	lncgDivg	ENSG00000285825	n.1.1	566	ENSMUSG00000111748	1.1.1	0	one_to_one
ENSG00000151952	lncgDivg	ENSMUSG00000034310	lncgDivg	ENSG00000249196;ENSG00000286394;ENSG00000256699;ENSG00000286246	n.1.1;1.1.1;1.1.1;1.1.1	0;0;0;0	ENSMUSG00000105857	1.1.1	0	many_to_one
ENSG00000143032	lncgDivg	ENSMUSG00000034384	lncgDivg	ENSG00000287076	n.1.1	2274	ENSMUSG00000120527	n.1.1	519	one_to_one
ENSG00000166473	lncgDivg	ENSMUSG00000034416	lncgDivg	ENSG00000286759	1.1.1	0	ENSMUSG00000085688	1.1.1	0	one_to_one
ENSG00000137831	lncgDivg	ENSMUSG00000034485	lncgDivg	ENSG00000259532	1.1.1	0	ENSMUSG00000052143	n.1.1	0	one_to_one
ENSG00000168505	lncgDivg	ENSMUSG00000034486	lncgDivg	ENSG00000233611	n.1.1	0	ENSMUSG00000092627	n.1.1	0	one_to_one
ENSG00000164151	lncgDivg	ENSMUSG00000034525	lncgDivg	ENSG00000286753	n.1.1	0	ENSMUSG00000101051	n.1.1	0	one_to_one
ENSG00000214050	lncgDivg	ENSMUSG00000034532	lncgDivg	ENSG00000253567	n.n.1	0	ENSMUSG00000120895	1.1.1	0	one_to_one
ENSG00000138756	lncgDivg	ENSMUSG00000034663	lncgDivg	ENSG00000260278	1.1.1	369	ENSMUSG00000105006	1.1.1	325	one_to_one
ENSG00000102780	lncgDivg	ENSMUSG00000034731	lncgDivg	ENSG00000231530	1.1.1	0	ENSMUSG00000120927	1.1.1	0	one_to_one
ENSG00000069020	lncgDivg	ENSMUSG00000034751	lncgDivg	ENSG00000229666	1.1.1	0	ENSMUSG00000090329;ENSMUSG00000091906	1.1.1;n.1.1	0;0	one_to_many
ENSG00000138166	lncgDivg	ENSMUSG00000034765	lncgDivg	ENSG00000273143	n.1.1	1317	ENSMUSG00000118210	1.1.1	0	one_to_one
ENSG00000060558	lncgDivg	ENSMUSG00000034792	lncgDivg	ENSG00000267551	1.1.1	0	ENSMUSG00000112350	1.1.1	1186	one_to_one
ENSG00000123607	lncgDivg	ENSMUSG00000034848	lncgDivg	ENSG00000224490	n.n.1	0	ENSMUSG00000086671	1.1.1	0	one_to_one
ENSG00000213965	lncgDivg	ENSMUSG00000034875	lncgDivg	ENSG00000290058;ENSG00000267475	1.1.1;n.1.1	0;121	ENSMUSG00000097509	1.1.1	0	many_to_one
ENSG00000118407	lncgDivg	ENSMUSG00000034898	lncgDivg	ENSG00000238156;ENSG00000237174	1.1.1;n.n.1	0;0	ENSMUSG00000092581	1.1.1	0	many_to_one
ENSG00000186111	lncgDivg	ENSMUSG00000034902	lncgDivg	ENSG00000267304	1.1.1	0	ENSMUSG00000090230	1.1.1	0	one_to_one
ENSG00000116133	lncgDivg	ENSMUSG00000034926	lncgDivg	ENSG00000287724;ENSG00000233203;ENSG00000242396	1.1.1;n.1.1;n.1.1	0;368;0	ENSMUSG00000086172;ENSMUSG00000085023	1.1.1;1.1.1	3141;0	many_to_many
ENSG00000245848	lncgDivg	ENSMUSG00000034957	lncgDivg	ENSG00000267296;ENSG00000267580;ENSG00000267727;ENSG00000267130	1.1.1;1.1.1;1.1.1;1.1.1	323;0;0;2502	ENSMUSG00000108624	1.1.1	0	many_to_one
ENSG00000197635	lncgDivg	ENSMUSG00000035000	lncgDivg	ENSG00000230918	n.1.1	0	ENSMUSG00000087518	1.1.1	0	one_to_one
ENSG00000114670	lncgDivg	ENSMUSG00000035032	lncgDivg	ENSG00000250129	n.1.1	0	ENSMUSG00000085430;ENSMUSG00000093590	1.1.1;1.1.1	0;0	one_to_many
ENSG00000163214	lncgDivg	ENSMUSG00000035051	lncgDivg	ENSG00000225284	1.1.1	0	ENSMUSG00000117440	1.1.1	0	one_to_one
ENSG00000103319	lncgDivg	ENSMUSG00000035064	lncgDivg	ENSG00000261113	n.1.1	0	ENSMUSG00000121009;ENSMUSG00000085118	1.1.1;1.1.1	0;0	one_to_many
ENSG00000171044	lncgDivg	ENSMUSG00000035067	lncgDivg	ENSG00000270076	1.1.1	1132	ENSMUSG00000087652	1.1.1	0	one_to_one
ENSG00000115363	lncgDivg	ENSMUSG00000035104	lncgDivg	ENSG00000237293;ENSG00000231172	1.1.1;1.1.1	0;0	ENSMUSG00000087136	1.1.1	0	many_to_one
ENSG00000057019	lncgDivg	ENSMUSG00000035107	lncgDivg	ENSG00000239462	n.1.1	350	ENSMUSG00000086827	n.1.1	104	one_to_one
ENSG00000162670	lncgDivg	ENSMUSG00000035131	lncgDivg	ENSG00000237457;ENSG00000241505;ENSG00000225811	n.1.1;1.1.1;1.1.1	147;1975;0	ENSMUSG00000087627;ENSMUSG00000099964;ENSMUSG00000085822	n.1.1;n.1.1;1.1.1	0;0;0	many_to_many_strict
ENSG00000117971	lncgDivg	ENSMUSG00000035200	lncgDivg	ENSG00000290426;ENSG00000259555	n.n.1;1.1.1	0;0	ENSMUSG00000111050	1.1.1	0	many_to_one
ENSG00000166435	lncgDivg	ENSMUSG00000035211	lncgDivg	ENSG00000286943	1.1.1	0	ENSMUSG00000109002	n.n.1	0	one_to_one
ENSG00000146242	lncgDivg	ENSMUSG00000035274	lncgDivg	ENSG00000286875	1.1.1	0	ENSMUSG00000056031	n.n.1	0	one_to_one
ENSG00000198382	lncgDivg	ENSMUSG00000035354	lncgDivg	ENSG00000255421;ENSG00000255507	1.1.1;n.n.n	0;0	ENSMUSG00000109130;ENSMUSG00000109282	n.n.1;1.1.1	0;0	many_to_many_strict
ENSG00000121440	lncgDivg	ENSMUSG00000035357	lncgDivg	ENSG00000239677	n.1.1	0	ENSMUSG00000121193;ENSMUSG00000097834	1.1.1;n.1.1	0;0	one_to_many
ENSG00000171067	lncgDivg	ENSMUSG00000035372	lncgDivg	ENSG00000286369	n.1.1	101	ENSMUSG00000118249	1.1.1	117	one_to_one
ENSG00000119522	lncgDivg	ENSMUSG00000035392	lncgDivg	ENSG00000237336;ENSG00000230826	1.1.1;1.1.1	0;0	ENSMUSG00000087294	1.1.1	0	many_to_one
ENSG00000132823	lncgDivg	ENSMUSG00000035399	lncgDivg	ENSG00000223891	n.1.1	136	ENSMUSG00000099632	1.1.1	0	one_to_one
ENSG00000158636	lncgDivg	ENSMUSG00000035401	lncgDivg	ENSG00000255135	n.1.1	233	ENSMUSG00000120382	1.1.1	110	one_to_one
ENSG00000152784	lncgDivg	ENSMUSG00000035456	lncgDivg	ENSG00000248719	n.n.1	0	ENSMUSG00000045238	n.1.1	0	one_to_one
ENSG00000136011	lncgDivg	ENSMUSG00000035459	lncgDivg	ENSG00000257737;ENSG00000257766	1.1.1;1.1.1	0;0	ENSMUSG00000089656;ENSMUSG00000089881	1.1.1;1.1.1	0;0	many_to_many_strict
ENSG00000118946	lncgDivg	ENSMUSG00000035566	lncgDivg	ENSG00000278722	1.1.1	0	ENSMUSG00000115529	n.1.1	0	one_to_one
ENSG00000167522	lncgDivg	ENSMUSG00000035569	lncgDivg	ENSG00000268218;ENSG00000287351;ENSG00000261253;ENSG00000260279	1.1.1;1.1.1;n.1.1;n.1.1	0;0;0;0	ENSMUSG00000099881	1.1.1	140	many_to_one
ENSG00000111785	lncgDivg	ENSMUSG00000035620	lncgDivg	ENSG00000257545;ENSG00000287957	n.1.1;1.1.1	0;0	ENSMUSG00000120795	1.1.1	0	many_to_one
ENSG00000165379	lncgDivg	ENSMUSG00000035653	lncgDivg	ENSG00000258636	n.1.1	1888	ENSMUSG00000113429	n.1.1	1323	one_to_one
ENSG00000132003	lncgDivg	ENSMUSG00000035671	lncgDivg	ENSG00000267582	1.1.1	0	ENSMUSG00000120710	1.1.1	298	one_to_one
ENSG00000187608	lncgDivg	ENSMUSG00000035692	lncgDivg	ENSG00000224969	1.1.1	0	ENSMUSG00000078349	n.1.1	2474	one_to_one
ENSG00000164180	lncgDivg	ENSMUSG00000035762	lncgDivg	ENSG00000247828	n.n.1	0	ENSMUSG00000097292	n.1.1	121	one_to_one
ENSG00000135720	lncgDivg	ENSMUSG00000035770	lncgDivg	ENSG00000260558;ENSG00000287965;ENSG00000260465	n.1.1;1.1.1;1.1.1	0;0;0	ENSMUSG00000110630	1.1.1	0	many_to_one
ENSG00000165495	lncgDivg	ENSMUSG00000035934	lncgDivg	ENSG00000254880;ENSG00000254932	1.1.1;1.1.1	78;0	ENSMUSG00000093721;ENSMUSG00000110722	1.1.1;1.1.1	0;0	many_to_many_strict
ENSG00000198853	lncgDivg	ENSMUSG00000035969	lncgDivg	ENSG00000287287	1.1.1	0	ENSMUSG00000120990	n.1.1	0	one_to_one
ENSG00000179104	lncgDivg	ENSMUSG00000036019	lncgDivg	ENSG00000286043	1.1.1	248	ENSMUSG00000085282	n.n.1	0	one_to_one
ENSG00000136267	lncgDivg	ENSMUSG00000036095	lncgDivg	ENSG00000226323	1.1.1	0	ENSMUSG00000113608;ENSMUSG00000112967	1.1.1;n.n.1	0;0	one_to_many
ENSG00000106511	lncgDivg	ENSMUSG00000036144	lncgDivg	ENSG00000237070;ENSG00000229108	1.1.1;n.1.1	0;1695	ENSMUSG00000101067	n.1.1	1751	many_to_one
ENSG00000165966	lncgDivg	ENSMUSG00000036218	lncgDivg	ENSG00000257228	n.n.1	0	ENSMUSG00000115858	1.1.1	0	one_to_one
ENSG00000139971	lncgDivg	ENSMUSG00000036242	lncgDivg	ENSG00000279636	n.1.1	0	ENSMUSG00000115787	1.1.1	0	one_to_one
ENSG00000167139	lncgDivg	ENSMUSG00000036244	lncgDivg	ENSG00000260624	n.1.1	1557	ENSMUSG00000100487	1.1.1	49	one_to_one
ENSG00000144481	lncgDivg	ENSMUSG00000036251	lncgDivg	ENSG00000286059;ENSG00000237581	1.1.1;1.1.1	0;0	ENSMUSG00000085420	1.1.1	0	many_to_one
ENSG00000163453	lncgDivg	ENSMUSG00000036256	lncgDivg	ENSG00000287369;ENSG00000245067	1.1.1;n.n.1	162;0	ENSMUSG00000106828	1.1.1	0	many_to_one
ENSG00000053108	lncgDivg	ENSMUSG00000036264	lncgDivg	ENSG00000250244;ENSG00000250409;ENSG00000249478;ENSG00000288758	n.1.1;1.1.1;n.1.1;1.1.1	0;0;0;0	ENSMUSG00000087668	1.1.1	0	many_to_one
ENSG00000133315	lncgDivg	ENSMUSG00000036278	lncgDivg	ENSG00000256481	1.1.1	0	ENSMUSG00000117901	1.1.1	0	one_to_one
ENSG00000147408	lncgDivg	ENSMUSG00000036356	lncgDivg	ENSG00000253270	1.1.1	0	ENSMUSG00000085197;ENSMUSG00000087489	n.1.1;1.1.1	0;0	one_to_many
ENSG00000145819	lncgDivg	ENSMUSG00000036452	lncgDivg	ENSG00000226272	n.1.1	0	ENSMUSG00000086991;ENSMUSG00000086312	1.1.1;1.1.1	0;0	one_to_many
ENSG00000145416	lncgDivg	ENSMUSG00000036469	lncgDivg	ENSG00000273449	1.1.1	0	ENSMUSG00000086156;ENSMUSG00000085109	1.1.1;1.1.1	0;0	one_to_many
ENSG00000150394	lncgDivg	ENSMUSG00000036510	lncgDivg	ENSG00000260115	1.1.1	0	ENSMUSG00000052479	n.1.1	171	one_to_one
ENSG00000120549	lncgDivg	ENSMUSG00000036617	lncgDivg	ENSG00000286951	1.1.1	0	ENSMUSG00000091457;ENSMUSG00000086418;ENSMUSG00000085477	1.1.1;1.1.1;n.1.1	0;0;0	one_to_many
ENSG00000114790	lncgDivg	ENSMUSG00000036885	lncgDivg	ENSG00000243069	n.n.1	0	ENSMUSG00000103502	1.1.1	0	one_to_one
ENSG00000181467	lncgDivg	ENSMUSG00000036894	lncgDivg	ENSG00000244268	1.1.1	451	ENSMUSG00000103473	1.1.1	0	one_to_one
ENSG00000068724	lncgDivg	ENSMUSG00000036918	lncgDivg	ENSG00000233845;ENSG00000272814	1.1.1;1.1.1	0;0	ENSMUSG00000085287;ENSMUSG00000089701;ENSMUSG00000089755	n.1.1;1.1.1;1.1.1	107;0;0	many_to_many
ENSG00000151611	lncgDivg	ENSMUSG00000037022	lncgDivg	ENSG00000248356	1.1.1	0	ENSMUSG00000097174	n.1.1	136	one_to_one
ENSG00000125813	lncgDivg	ENSMUSG00000037034	lncgDivg	ENSG00000280350	1.1.1	2074	ENSMUSG00000087521	n.1.1	0	one_to_one
ENSG00000145391	lncgDivg	ENSMUSG00000037111	lncgDivg	ENSG00000272717;ENSG00000286896	1.1.1;n.n.1	0;0	ENSMUSG00000097885	n.n.1	0	many_to_one
ENSG00000144218	lncgDivg	ENSMUSG00000037138	lncgDivg	ENSG00000230393	1.1.1	0	ENSMUSG00000085391;ENSMUSG00000085280;ENSMUSG00000087131	n.1.1;1.1.1;n.1.1	0;0;0	one_to_many
ENSG00000112530	lncgDivg	ENSMUSG00000037196	lncgDivg	ENSG00000225437;ENSG00000285553;ENSG00000285610;ENSG00000225683	n.1.1;1.1.1;1.1.1;n.n.1	0;0;0;0	ENSMUSG00000089633;ENSMUSG00000089941;ENSMUSG00000089907	n.1.1;n.1.1;n.1.1	0;0;0	many_to_many
ENSG00000159733	lncgDivg	ENSMUSG00000037224	lncgDivg	ENSG00000251148	1.1.1	0	ENSMUSG00000106888	1.1.1	0	one_to_one
ENSG00000138685	lncgDivg	ENSMUSG00000037225	lncgDivg	ENSG00000273007	n.1.1	0	ENSMUSG00000054779	1.1.1	0	one_to_one
ENSG00000125850	lncgDivg	ENSMUSG00000037279	lncgDivg	ENSG00000229262	1.1.1	305	ENSMUSG00000084837	1.1.1	0	one_to_one
ENSG00000103326	lncgDivg	ENSMUSG00000037326	lncgDivg	ENSG00000277142;ENSG00000261691	1.1.1;1.1.1	305;0	ENSMUSG00000097523	n.n.n	0	many_to_one
