lncRNAid_Canis_lupus_familiaris	isTable_1_Mus_musculus	orthology_type_synteny_Mus_musculus	lncRNA_synteny_id_Mus_musculus	isTable_2_Mus_musculus	orthology_type_configuration_Mus_musculus	configuration_type_configuration_Mus_musculus	lncRNA_configuration_id_Mus_musculus	isTable_3_Mus_musculus
ENSCAFG00845000571	0	NA	NA	1	many_to_one	lncgDivg	ENSMUSG00000118339	0
ENSCAFG00845000566	0	NA	NA	1	many_to_one	lncgDivg	ENSMUSG00000118339	0
ENSCAFG00845019009	0	NA	NA	1	one_to_many	lncgDivg	ENSMUSG00000092599;ENSMUSG00000045178	0
ENSCAFG00845022760	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000080058	0
ENSCAFG00845013466	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000105339	1
ENSCAFG00845013621	0	NA	NA	1	one_to_one	lncgDivg	ENSMUSG00000090070	1
ENSCAFG00845018900	0	NA	NA	1	one_to_one	lncgSS.dw	ENSMUSG00000113910	1
ENSCAFG00845009849	0	NA	NA	1	one_to_one	lncgSS.dw	ENSMUSG00000121490	1
ENSCAFG00845009888	0	NA	NA	1	one_to_one	lncgSS.dw	ENSMUSG00000073528	0
ENSCAFG00845023999	0	NA	NA	1	one_to_one	lncgSS.dw	ENSMUSG00000104925	1
ENSCAFG00845010817	0	NA	NA	1	one_to_one	lncgSS.dw	ENSMUSG00000117718	1
ENSCAFG00845016883	0	NA	NA	1	one_to_one	lncgSS.dw	ENSMUSG00000098302	1
ENSCAFG00845008721	0	NA	NA	1	one_to_one	lncgSS.dw	ENSMUSG00000054057	1
ENSCAFG00845027402	0	NA	NA	1	one_to_one	lncgSS.dw	ENSMUSG00000101662	0
ENSCAFG00845030686	0	NA	NA	1	one_to_one	lncgSS.up	ENSMUSG00000120876	1
ENSCAFG00845012273	0	NA	NA	1	one_to_one	lncgSS.up	ENSMUSG00000120287	0
ENSCAFG00845018680	0	NA	NA	1	one_to_one	lncgSS.up	ENSMUSG00000120240	0
ENSCAFG00845022083	0	NA	NA	1	one_to_one	lncgSS.up	ENSMUSG00000113265	1
ENSCAFG00845022067	0	NA	NA	1	one_to_many	lncgSS.up	ENSMUSG00000085639;ENSMUSG00000106951;ENSMUSG00000108207;ENSMUSG00000085971;ENSMUSG00000106892;ENSMUSG00000085237	1
ENSCAFG00845000010	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000013	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000027	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000058	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000060	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000095	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000100	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000102	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000114	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000116	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000118	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000119	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000132	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000136	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000137	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000140	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000142	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000146	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000148	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000151	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000153	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000156	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000158	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000159	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000163	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000169	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000228	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000231	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000236	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000243	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000248	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000290	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000318	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000349	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000355	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000362	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000431	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000493	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000502	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000548	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000557	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000620	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000621	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000637	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000640	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000641	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000646	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000648	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000655	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000668	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000677	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000682	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000685	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000691	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000728	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000750	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000754	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000797	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000801	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000806	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000807	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000813	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000814	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000822	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000826	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000834	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000864	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000870	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000886	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000906	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000911	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000917	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000956	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000958	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000960	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000963	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845000966	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001015	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001083	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001084	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001088	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001101	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001103	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001111	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001116	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001138	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001148	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001163	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001165	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001167	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001177	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001181	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001184	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001185	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001206	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001221	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001282	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001284	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001307	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001367	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001389	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001390	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001407	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001410	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001413	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001414	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001420	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001437	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001442	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001447	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001455	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001463	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001474	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001476	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001484	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001527	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001530	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001548	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001553	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001572	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001654	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001677	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001732	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001744	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001760	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001764	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001767	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001784	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001787	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001804	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001807	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001826	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001834	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001844	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001863	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001879	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001886	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001893	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001899	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001900	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845001950	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002022	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002035	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002038	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002053	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002057	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002064	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002068	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002079	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002124	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002125	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002128	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002130	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002134	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002139	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002143	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002148	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002155	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002160	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002195	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002204	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002218	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002234	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002235	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002240	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002245	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002299	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002307	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002308	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002313	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002342	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002355	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002361	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002369	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002375	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002381	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002402	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002406	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002411	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002421	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002432	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002464	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002471	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002499	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002505	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002512	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002519	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002525	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002548	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002553	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002578	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002580	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002584	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002588	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002634	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002683	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002708	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002765	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002774	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002779	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002789	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002805	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002821	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002824	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002828	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002831	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002834	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002836	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002837	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002838	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002843	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002844	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002848	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002852	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002854	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002858	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002865	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002867	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002869	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002900	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002908	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002946	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002950	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845002961	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003031	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003038	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003046	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003049	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003056	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003063	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003066	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003074	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003075	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003088	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003134	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003161	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003169	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003173	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003175	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003176	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003184	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003192	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003217	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003223	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003235	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003239	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003241	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003268	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003269	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003287	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003388	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003395	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003420	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003427	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003450	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003460	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003469	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003483	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003548	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003618	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003625	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003638	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003648	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003659	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003661	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003666	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003670	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003674	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003678	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003687	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003690	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003691	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003693	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003697	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003701	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003736	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003773	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003790	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003794	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003841	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003842	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003858	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003869	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003877	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003897	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003903	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003954	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003961	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003966	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003968	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003978	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003983	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845003992	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004010	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004015	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004029	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004079	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004086	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004099	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004126	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004131	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004134	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004150	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004167	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004177	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004201	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004206	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004245	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004264	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004268	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004272	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004287	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004300	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004304	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004307	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004323	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004329	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004331	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004344	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004349	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004359	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004364	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004367	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004396	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004403	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004405	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004411	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004434	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004468	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004475	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004506	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004537	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004589	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004595	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004642	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004646	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004650	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004659	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004669	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004678	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004680	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004683	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004685	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004707	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004763	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004766	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004826	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004830	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004841	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004854	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004860	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004886	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004913	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004922	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004929	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004940	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004945	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004952	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004961	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004967	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004968	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004973	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845004978	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005000	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005013	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005031	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005033	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005036	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005037	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005040	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005044	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005047	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005049	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005071	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005099	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005104	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005109	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005111	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005212	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005215	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005219	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005222	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005235	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005312	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005316	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005318	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005323	0	NA	NA	0	NA	NA	NA	1
ENSCAFG00845005335	0	NA	NA	0	NA	NA	NA	1
