lncRNAid_Mus_musculus	isTable_1_Homo_sapiens	orthology_type_synteny_Homo_sapiens	lncRNA_synteny_id_Homo_sapiens	isTable_2_Homo_sapiens	orthology_type_configuration_Homo_sapiens	configuration_type_configuration_Homo_sapiens	lncRNA_configuration_id_Homo_sapiens	isTable_3_Homo_sapiens	isTable_1_Canis_lupus_familiaris	orthology_type_synteny_Canis_lupus_familiaris	lncRNA_synteny_id_Canis_lupus_familiaris	isTable_2_Canis_lupus_familiaris	orthology_type_configuration_Canis_lupus_familiaris	configuration_type_configuration_Canis_lupus_familiaris	lncRNA_configuration_id_Canis_lupus_familiaris	isTable_3_Canis_lupus_familiaris	sumIsTable	sumIsTable_1	sumIsTable_2	sumIsTable_3
ENSMUSG00000106828	1	many_to_many_DifferentNumber	ENSG00000240152;ENSG00000248505;ENSG00000285998;ENSG00000251459;ENSG00000249111;ENSG00000249831;ENSG00000251266;ENSG00000250192;ENSG00000249066;ENSG00000287369;ENSG00000245067	1	one_to_many	lncgDivg	ENSG00000287369;ENSG00000245067	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000106845	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	1	one_to_many	lincDivg	ENSCAFG00845022967;ENSCAFG00845022973	1	3	0	1	2
ENSMUSG00000106847	1	one_to_many	ENSG00000259891;ENSG00000289741;ENSG00000282164	1	one_to_many	lncgSS.up	ENSG00000282164;ENSG00000289741	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000106863	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000106871	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000106874	1	one_to_one	ENSG00000234826	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106880	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106888	1	one_to_one	ENSG00000251148	1	one_to_one	lncgDivg	ENSG00000251148	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000106892	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	1	many_to_one	lncgSS.up	ENSCAFG00845022067	0	1	0	1	0
ENSMUSG00000106894	1	one_to_many	ENSG00000223522;ENSG00000229951	1	one_to_one	lncgDivg	ENSG00000223522	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000106902	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000250623	0	0	NA	NA	0	NA	NA	NA	1	2	0	1	1
ENSMUSG00000106906	1	many_to_many_DifferentNumber	ENSG00000240152;ENSG00000248505;ENSG00000285998;ENSG00000251459;ENSG00000249111;ENSG00000249831;ENSG00000251266;ENSG00000250192;ENSG00000249066;ENSG00000287369;ENSG00000245067	1	many_to_one	lincDivg	ENSG00000250192	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000106909	1	many_to_many_sameNumber	ENSG00000275759;ENSG00000275409	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106914	1	many_to_many_sameNumber	ENSG00000275759;ENSG00000275409	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106927	1	many_to_one	ENSG00000270008	1	one_to_one	lncgSS.up	ENSG00000270008	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000106932	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000106938	1	many_to_many_DifferentNumber	ENSG00000257519;ENSG00000257517;ENSG00000257958;ENSG00000257781;ENSG00000286991;ENSG00000257817;ENSG00000258108;ENSG00000257726	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000106943	0	NA	NA	1	one_to_one	lincDivg	ENSG00000260120	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000106951	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	1	many_to_one	lncgSS.up	ENSCAFG00845022067	0	1	0	1	0
ENSMUSG00000106967	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106969	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106980	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000106981	1	one_to_one	ENSG00000283314	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000106985	1	many_to_many_DifferentNumber	ENSG00000240152;ENSG00000248505;ENSG00000285998;ENSG00000251459;ENSG00000249111;ENSG00000249831;ENSG00000251266;ENSG00000250192;ENSG00000249066;ENSG00000287369;ENSG00000245067	1	many_to_one	lincDivg	ENSG00000250192	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000106987	1	many_to_many_sameNumber	ENSG00000250930;ENSG00000248494;ENSG00000249341;ENSG00000249706	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107008	0	NA	NA	1	one_to_one	lincDivg	ENSG00000290644	0	0	NA	NA	0	NA	NA	NA	1	2	0	1	1
ENSMUSG00000107013	1	many_to_many_sameNumber	ENSG00000256969;ENSG00000289105;ENSG00000256862	1	one_to_one	lincSS.up	ENSG00000289105	1	0	NA	NA	1	one_to_one	lincSS.up	ENSCAFG00845030688	1	5	1	2	2
ENSMUSG00000107014	1	one_to_one	ENSG00000287182	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107022	1	many_to_many_sameNumber	ENSG00000243345;ENSG00000225535	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845006233	0	NA	NA	NA	0	2	2	0	0
ENSMUSG00000107031	1	many_to_many_DifferentNumber	ENSG00000283083;ENSG00000249334	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107036	1	many_to_many_sameNumber	ENSG00000230730;ENSG00000226833	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107040	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107044	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000107047	1	one_to_one	ENSG00000226968	1	one_to_one	lincConv	ENSG00000226968	1	1	one_to_one	ENSCAFG00845014882	1	one_to_one	lincConv	ENSCAFG00845014882	0	5	2	2	1
ENSMUSG00000107048	1	many_to_one	ENSG00000277151	1	one_to_one	lncgSS.dw	ENSG00000277151	1	1	many_to_one	ENSCAFG00845014857	0	NA	NA	NA	1	5	2	1	2
ENSMUSG00000107053	1	many_to_many_DifferentNumber	ENSG00000258254;ENSG00000255399	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000107060	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000107061	1	many_to_one	ENSG00000249727	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000107063	1	many_to_one	ENSG00000257476	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107070	1	one_to_many	ENSG00000250371;ENSG00000250098;ENSG00000248300	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107073	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107076	1	one_to_one	ENSG00000273069	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000107078	1	many_to_many_sameNumber	ENSG00000230730;ENSG00000226833	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000107081	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000107084	1	many_to_one	ENSG00000257476	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107090	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000287815	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000107093	1	many_to_one	ENSG00000290234	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107096	1	many_to_one	ENSG00000270008	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000107102	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000107110	1	many_to_one	ENSG00000234352	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000107111	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107112	1	many_to_one	ENSG00000278305	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107121	1	one_to_one	ENSG00000277283	1	one_to_one	lncgDivg	ENSG00000277283	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000107126	1	many_to_one	ENSG00000248221	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000107132	0	NA	NA	0	NA	NA	NA	1	1	one_to_one	ENSCAFG00845021656	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000107141	1	many_to_one	ENSG00000257935	0	NA	NA	NA	1	1	many_to_one	ENSCAFG00845024262	0	NA	NA	NA	1	4	2	0	2
ENSMUSG00000107142	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000107143	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000107144	1	many_to_many_DifferentNumber	ENSG00000271579;ENSG00000283459;ENSG00000276308;ENSG00000257407;ENSG00000276972;ENSG00000257683;ENSG00000287982	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107153	1	many_to_many_sameNumber	ENSG00000256969;ENSG00000289105;ENSG00000256862	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000107164	0	NA	NA	0	NA	NA	NA	1	1	one_to_one	ENSCAFG00845021554	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000107178	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107191	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107193	1	many_to_many_DifferentNumber	ENSG00000248360;ENSG00000251412;ENSG00000247624;ENSG00000250497;ENSG00000288951	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000107198	1	one_to_one	ENSG00000249942	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107204	1	many_to_many_DifferentNumber	ENSG00000276471;ENSG00000287882;ENSG00000260670;ENSG00000242618;ENSG00000241163	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107214	1	many_to_one	ENSG00000278305	1	one_to_one	lincSS.dw	ENSG00000278305	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000107219	0	NA	NA	1	one_to_many	lncgDivg	ENSG00000290204;ENSG00000287243;ENSG00000256691	0	0	NA	NA	0	NA	NA	NA	1	2	0	1	1
ENSMUSG00000107230	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000107232	1	many_to_many_DifferentNumber	ENSG00000240152;ENSG00000248505;ENSG00000285998;ENSG00000251459;ENSG00000249111;ENSG00000249831;ENSG00000251266;ENSG00000250192;ENSG00000249066;ENSG00000287369;ENSG00000245067	1	many_to_one	lincDivg	ENSG00000250192	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000107237	1	one_to_many	ENSG00000256750;ENSG00000255814;ENSG00000255618;ENSG00000256149;ENSG00000255714	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107244	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107246	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107248	1	one_to_one	ENSG00000244459	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000107253	1	one_to_many	ENSG00000256691;ENSG00000290204;ENSG00000287243	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000107265	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107266	0	NA	NA	0	NA	NA	NA	1	1	one_to_one	ENSCAFG00845014519	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000107271	1	many_to_many_sameNumber	ENSG00000237879;ENSG00000236094	1	one_to_one	lincSS.up	ENSG00000236094	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000107279	1	many_to_one	ENSG00000290234	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107287	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107296	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107301	1	many_to_many_DifferentNumber	ENSG00000248646;ENSG00000249717;ENSG00000251185;ENSG00000251454;ENSG00000248165;ENSG00000260265	1	one_to_one	lincSS.dw	ENSG00000248646	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000107314	1	many_to_many_sameNumber	ENSG00000237879;ENSG00000236094	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000107317	1	one_to_one	ENSG00000224743	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000107318	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000232415	0	0	NA	NA	0	NA	NA	NA	1	2	0	1	1
ENSMUSG00000107319	1	many_to_many_sameNumber	ENSG00000245870;ENSG00000249771	1	one_to_one	lncgDivg	ENSG00000249771	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000107334	1	many_to_many_DifferentNumber	ENSG00000257519;ENSG00000257517;ENSG00000257958;ENSG00000257781;ENSG00000286991;ENSG00000257817;ENSG00000258108;ENSG00000257726	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107341	1	one_to_one	ENSG00000224746	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107350	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107352	1	many_to_one	ENSG00000205334	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107355	1	many_to_one	ENSG00000205334	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107365	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107379	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107384	1	one_to_many	ENSG00000287904;ENSG00000289381	1	one_to_one	lncgConv	ENSG00000289381	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000107385	1	many_to_one	ENSG00000285454	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107386	1	many_to_many_sameNumber	ENSG00000251264;ENSG00000250456	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000107387	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107396	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000107405	1	many_to_many_DifferentNumber	ENSG00000257262;ENSG00000286566;ENSG00000257932;ENSG00000257456	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000107406	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107408	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107419	1	many_to_many_DifferentNumber	ENSG00000287172;ENSG00000270996;ENSG00000287474;ENSG00000271452;ENSG00000270462;ENSG00000287130;ENSG00000270696;ENSG00000286045	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107422	1	one_to_one	ENSG00000230435	1	one_to_one	lncgDivg	ENSG00000230435	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000107427	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107429	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107434	1	many_to_many_DifferentNumber	ENSG00000226808;ENSG00000233395;ENSG00000227029;ENSG00000277288;ENSG00000226245;ENSG00000230565;ENSG00000228426	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000107451	1	many_to_one	ENSG00000251448	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107453	1	one_to_one	ENSG00000236209	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107458	1	many_to_many_sameNumber	ENSG00000235947;ENSG00000235831;ENSG00000235978	1	one_to_many	lncgDivg	ENSG00000231249;ENSG00000235947	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000107472	1	one_to_one	ENSG00000239608	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000107496	0	NA	NA	0	NA	NA	NA	1	1	one_to_many	ENSCAFG00845012291;ENSCAFG00845012300;ENSCAFG00845012319	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000107497	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000107503	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000107509	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107525	1	many_to_many_sameNumber	ENSG00000248627;ENSG00000250908	1	many_to_many_strict	lncgDivg	ENSG00000248627;ENSG00000250908;ENSG00000248511	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000107526	0	NA	NA	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845018464	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107528	1	many_to_many_DifferentNumber	ENSG00000276471;ENSG00000287882;ENSG00000260670;ENSG00000242618;ENSG00000241163	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107534	1	one_to_many	ENSG00000281195;ENSG00000289463	1	one_to_many	lncgSS.dw	ENSG00000289463;ENSG00000281195	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000107538	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107546	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107561	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000285619	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000107563	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107579	1	many_to_many_DifferentNumber	ENSG00000239677;ENSG00000242741;ENSG00000239454	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000107585	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107598	1	one_to_one	ENSG00000230746	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107605	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000107614	0	NA	NA	0	NA	NA	NA	0	1	many_to_one	ENSCAFG00845009523	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107619	1	many_to_many_DifferentNumber	ENSG00000285716;ENSG00000260951;ENSG00000227386;ENSG00000233824;ENSG00000286725;ENSG00000270933;ENSG00000223561	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000107623	1	one_to_many	ENSG00000285523;ENSG00000255983;ENSG00000256417;ENSG00000256146	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107634	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000107637	1	many_to_one	ENSG00000234944	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
ENSMUSG00000107638	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107640	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000107659	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107660	1	many_to_many_DifferentNumber	ENSG00000285960;ENSG00000287096;ENSG00000288962;ENSG00000290025;ENSG00000289053;ENSG00000290106	1	one_to_one	lincSS.up	ENSG00000289053	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000107663	1	many_to_one	ENSG00000287595	1	many_to_one	lincConv	ENSG00000287595	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000107666	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000107667	1	many_to_many_DifferentNumber	ENSG00000285960;ENSG00000287096;ENSG00000288962;ENSG00000290025;ENSG00000289053;ENSG00000290106	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000107675	0	NA	NA	1	many_to_one	lncgDivg	ENSG00000256564	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000107681	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107682	0	NA	NA	1	many_to_one	lncgDivg	ENSG00000289327	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000107688	0	NA	NA	0	NA	NA	NA	0	1	one_to_one	ENSCAFG00845025557	1	one_to_one	lncgSS.dw	ENSCAFG00845025557	0	2	1	1	0
ENSMUSG00000107689	1	many_to_one	ENSG00000233060	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	3	1	0	2
ENSMUSG00000107702	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000107704	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	1	0	0	1
ENSMUSG00000107714	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107722	0	NA	NA	1	many_to_one	lncgDivg	ENSG00000265451	0	0	NA	NA	0	NA	NA	NA	0	1	0	1	0
ENSMUSG00000107723	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107726	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107728	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107730	1	one_to_one	ENSG00000256658	1	one_to_one	lncgConv	ENSG00000256658	0	0	NA	NA	0	NA	NA	NA	0	2	1	1	0
ENSMUSG00000107736	0	NA	NA	1	one_to_one	lncgConv	ENSG00000187979	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000107737	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	1	one_to_one	lincSS.dw	ENSCAFG00845024131	1	2	0	1	1
ENSMUSG00000107759	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107766	0	NA	NA	1	one_to_one	lncgDivg	ENSG00000229263	1	0	NA	NA	0	NA	NA	NA	1	3	0	1	2
ENSMUSG00000107767	0	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	1	0	0	1
ENSMUSG00000107768	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107785	1	many_to_many_DifferentNumber	ENSG00000226808;ENSG00000233395;ENSG00000227029;ENSG00000277288;ENSG00000226245;ENSG00000230565;ENSG00000228426	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	1	2	1	0	1
ENSMUSG00000107791	1	one_to_one	ENSG00000229630	1	one_to_one	lincDivg	ENSG00000229630	1	0	NA	NA	0	NA	NA	NA	0	3	1	1	1
ENSMUSG00000107795	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107797	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107799	1	one_to_one	ENSG00000235200	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	1	1	0	0
ENSMUSG00000107802	1	many_to_one	ENSG00000115934	1	one_to_one	lncgDivg	ENSG00000257023	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000107815	0	NA	NA	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	1	2	0	0	2
ENSMUSG00000107825	1	one_to_one	ENSG00000270823	1	one_to_many	lncgDivg	ENSG00000259920;ENSG00000272701;ENSG00000270823	1	0	NA	NA	0	NA	NA	NA	1	4	1	1	2
ENSMUSG00000107839	1	many_to_one	ENSG00000250166	0	NA	NA	NA	1	0	NA	NA	0	NA	NA	NA	0	2	1	0	1
