PCG.Mus_musculus	lncRNA.Mus_musculus	conf.Mus_musculus	class.Mus_musculus	distance.Mus_musculus	PCG.Homo_sapiens	lncRNA.Homo_sapiens	conf.Homo_sapiens	class.Homo_sapiens	distance.Homo_sapiens
ENSMUSG00000033768	ENSMUSG00000052188	lncgDivg	n.1.1	0	ENSG00000110076	ENSG00000289058	lncgDivg	1.1.1	0
ENSMUSG00000033788	ENSMUSG00000107682	lncgDivg	1.1.1	0	ENSG00000135636	ENSG00000289327	lncgDivg	1.1.1	0
ENSMUSG00000033788	ENSMUSG00000087001	lncgDivg	1.1.1	0	ENSG00000135636	ENSG00000289327	lncgDivg	1.1.1	0
ENSMUSG00000033805	ENSMUSG00000106396	lncgDivg	1.1.1	0	ENSG00000172031	ENSG00000289483	lncgDivg	1.1.1	82
ENSMUSG00000033826	ENSMUSG00000118119	lncgDivg	1.1.1	0	ENSG00000124721	ENSG00000236355	lncgDivg	1.1.1	94
ENSMUSG00000033826	ENSMUSG00000118119	lncgDivg	1.1.1	0	ENSG00000124721	ENSG00000231150	lncgDivg	n.1.1	0
ENSMUSG00000033826	ENSMUSG00000099474	lncgDivg	1.1.1	0	ENSG00000124721	ENSG00000236355	lncgDivg	1.1.1	94
ENSMUSG00000033826	ENSMUSG00000099474	lncgDivg	1.1.1	0	ENSG00000124721	ENSG00000231150	lncgDivg	n.1.1	0
ENSMUSG00000033826	ENSMUSG00000117760	lncgDivg	1.1.1	0	ENSG00000124721	ENSG00000236355	lncgDivg	1.1.1	94
ENSMUSG00000033826	ENSMUSG00000117760	lncgDivg	1.1.1	0	ENSG00000124721	ENSG00000231150	lncgDivg	n.1.1	0
ENSMUSG00000033863	ENSMUSG00000044387	lincSS.up	1.1.1	5509	ENSG00000119138	ENSG00000289159	lincSS.up	1.1.1	5041
ENSMUSG00000033902	ENSMUSG00000087458	lncgConv	1.1.1	0	ENSG00000137802	ENSG00000250379	lncgConv	n.n.1	0
ENSMUSG00000033987	ENSMUSG00000085511	lncgDivg	1.1.1	0	ENSG00000187775	ENSG00000267432	lncgDivg	n.1.1	0
ENSMUSG00000034021	ENSMUSG00000107047	lincConv	1.1.1	53273	ENSG00000083642	ENSG00000226968	lincConv	1.1.1	99412
ENSMUSG00000034021	ENSMUSG00000107048	lncgSS.dw	1.1.1	0	ENSG00000083642	ENSG00000277151	lncgSS.dw	1.1.1	4855
ENSMUSG00000034037	ENSMUSG00000087317	lncgDivg	1.1.1	0	ENSG00000154783	ENSG00000260902	lncgDivg	1.1.1	0
ENSMUSG00000034156	ENSMUSG00000084796	lncgSS.up	n.1.1	3265	ENSG00000005379	ENSG00000265206	lncgSS.up	1.1.1	2084
ENSMUSG00000034168	ENSMUSG00000120428	lincDivg	1.1.1	10411	ENSG00000119669	ENSG00000246548	lincDivg	1.1.1	12356
ENSMUSG00000034168	ENSMUSG00000120715	lincSS.dw	1.1.1	55753	ENSG00000119669	ENSG00000285966	lincSS.dw	1.1.1	23934
ENSMUSG00000034205	ENSMUSG00000098975	lncgDivg	n.n.n	0	ENSG00000134013	ENSG00000253837	lncgDivg	n.n.1	0
ENSMUSG00000034220	ENSMUSG00000100781	lncgDivg	1.1.1	0	ENSG00000063660	ENSG00000218416	lncgDivg	n.n.1	0
ENSMUSG00000034220	ENSMUSG00000101995	lncgDivg	1.1.1	0	ENSG00000063660	ENSG00000218416	lncgDivg	n.n.1	0
ENSMUSG00000034235	ENSMUSG00000084925	lncgConv	n.n.1	0	ENSG00000166348	ENSG00000221817	lncgConv	n.n.n	0
ENSMUSG00000034235	ENSMUSG00000099966	lncgDivg	1.1.1	0	ENSG00000166348	ENSG00000268584	lncgDivg	1.1.1	0
ENSMUSG00000034243	ENSMUSG00000084834	lncgDivg	1.1.1	0	ENSG00000173230	ENSG00000288868	lncgDivg	1.1.1	0
ENSMUSG00000034245	ENSMUSG00000085624	lncgDivg	1.1.1	0	ENSG00000163517	ENSG00000244502	lncgDivg	1.1.1	0
ENSMUSG00000034247	ENSMUSG00000110636	lncgDivg	n.1.1	101	ENSG00000225190	ENSG00000236234	lncgDivg	1.1.1	0
ENSMUSG00000034255	ENSMUSG00000085887	lncgDivg	1.1.1	0	ENSG00000159314	ENSG00000267344	lncgDivg	1.1.1	0
ENSMUSG00000034255	ENSMUSG00000085360	lncgDivg	1.1.1	0	ENSG00000159314	ENSG00000267344	lncgDivg	1.1.1	0
ENSMUSG00000034255	ENSMUSG00000085733	lncgDivg	1.1.1	0	ENSG00000159314	ENSG00000267344	lncgDivg	1.1.1	0
ENSMUSG00000034265	ENSMUSG00000120361	lncgDivg	1.1.1	0	ENSG00000175048	ENSG00000286482	lncgDivg	1.1.1	91
ENSMUSG00000034271	ENSMUSG00000113165	lncgDivg	1.1.1	0	ENSG00000140044	ENSG00000259319	lncgDivg	n.n.1	0
ENSMUSG00000034303	ENSMUSG00000111748	lncgDivg	1.1.1	0	ENSG00000149548	ENSG00000285825	lncgDivg	n.1.1	566
ENSMUSG00000034310	ENSMUSG00000105857	lncgDivg	1.1.1	0	ENSG00000151952	ENSG00000249196	lncgDivg	n.1.1	0
ENSMUSG00000034310	ENSMUSG00000105857	lncgDivg	1.1.1	0	ENSG00000151952	ENSG00000286394	lncgDivg	1.1.1	0
ENSMUSG00000034310	ENSMUSG00000105857	lncgDivg	1.1.1	0	ENSG00000151952	ENSG00000256699	lncgDivg	1.1.1	0
ENSMUSG00000034310	ENSMUSG00000105857	lncgDivg	1.1.1	0	ENSG00000151952	ENSG00000286246	lncgDivg	1.1.1	0
ENSMUSG00000034324	ENSMUSG00000104778	lincDivg	1.1.1	40711	ENSG00000181234	ENSG00000276487	lincDivg	n.1.1	75675
ENSMUSG00000034384	ENSMUSG00000097018	lincSS.up	1.1.1	7634	ENSG00000143032	ENSG00000233593	lincSS.up	n.n.n	51784
ENSMUSG00000034384	ENSMUSG00000120527	lncgDivg	n.1.1	519	ENSG00000143032	ENSG00000287076	lncgDivg	n.1.1	2274
ENSMUSG00000034391	ENSMUSG00000118198	lincSS.dw	n.1.1	90317	ENSG00000141665	ENSG00000263655	lincSS.dw	1.1.1	39192
ENSMUSG00000034394	ENSMUSG00000085512	lincSS.dw	1.1.1	12946	ENSG00000128342	ENSG00000289846	lincSS.dw	1.1.1	23698
ENSMUSG00000034413	ENSMUSG00000118232	lncgConv	1.1.1	3039	ENSG00000214357	ENSG00000253445	lncgConv	1.1.1	0
ENSMUSG00000034416	ENSMUSG00000085688	lncgDivg	1.1.1	0	ENSG00000166473	ENSG00000286759	lncgDivg	1.1.1	0
ENSMUSG00000034472	ENSMUSG00000110693	lincSS.up	1.1.1	36211	ENSG00000100302	ENSG00000273044	lincSS.up	1.1.1	13416
ENSMUSG00000034485	ENSMUSG00000111444	lincSS.dw	1.1.1	38853	ENSG00000137831	ENSG00000280639	lincSS.dw	1.1.1	67948
ENSMUSG00000034485	ENSMUSG00000052143	lncgDivg	n.1.1	0	ENSG00000137831	ENSG00000259532	lncgDivg	1.1.1	0
ENSMUSG00000034486	ENSMUSG00000092627	lncgDivg	n.1.1	0	ENSG00000168505	ENSG00000233611	lncgDivg	n.1.1	0
ENSMUSG00000034525	ENSMUSG00000101051	lncgDivg	n.1.1	0	ENSG00000164151	ENSG00000286753	lncgDivg	n.1.1	0
ENSMUSG00000034532	ENSMUSG00000120895	lncgDivg	1.1.1	0	ENSG00000214050	ENSG00000253567	lncgDivg	n.n.1	0
ENSMUSG00000034617	ENSMUSG00000113394	lincSS.dw	1.1.1	69391	ENSG00000124275	ENSG00000251168	lincSS.dw	1.1.1	18267
ENSMUSG00000034663	ENSMUSG00000105006	lncgDivg	1.1.1	325	ENSG00000138756	ENSG00000260278	lncgDivg	1.1.1	369
ENSMUSG00000034731	ENSMUSG00000120927	lncgDivg	1.1.1	0	ENSG00000102780	ENSG00000231530	lncgDivg	1.1.1	0
ENSMUSG00000034751	ENSMUSG00000090329	lncgDivg	1.1.1	0	ENSG00000069020	ENSG00000229666	lncgDivg	1.1.1	0
ENSMUSG00000034751	ENSMUSG00000091906	lncgDivg	n.1.1	0	ENSG00000069020	ENSG00000229666	lncgDivg	1.1.1	0
ENSMUSG00000034765	ENSMUSG00000118210	lncgDivg	1.1.1	0	ENSG00000138166	ENSG00000273143	lncgDivg	n.1.1	1317
ENSMUSG00000034792	ENSMUSG00000112350	lncgDivg	1.1.1	1186	ENSG00000060558	ENSG00000267551	lncgDivg	1.1.1	0
ENSMUSG00000034848	ENSMUSG00000086671	lncgDivg	1.1.1	0	ENSG00000123607	ENSG00000224490	lncgDivg	n.n.1	0
ENSMUSG00000034853	ENSMUSG00000120181	lincDivg	1.1.1	35212	ENSG00000162390	ENSG00000235741	lincDivg	1.1.1	24998
ENSMUSG00000034853	ENSMUSG00000086940	lincSS.up	1.1.1	36763	ENSG00000162390	ENSG00000287582	lincSS.up	1.1.1	24874
ENSMUSG00000034853	ENSMUSG00000120102	lincSS.up	n.1.1	34209	ENSG00000162390	ENSG00000287582	lincSS.up	1.1.1	24874
ENSMUSG00000034875	ENSMUSG00000097509	lncgDivg	1.1.1	0	ENSG00000213965	ENSG00000290058	lncgDivg	1.1.1	0
ENSMUSG00000034875	ENSMUSG00000097509	lncgDivg	1.1.1	0	ENSG00000213965	ENSG00000267475	lncgDivg	n.1.1	121
ENSMUSG00000034898	ENSMUSG00000092581	lncgDivg	1.1.1	0	ENSG00000118407	ENSG00000238156	lncgDivg	1.1.1	0
ENSMUSG00000034898	ENSMUSG00000092581	lncgDivg	1.1.1	0	ENSG00000118407	ENSG00000237174	lncgDivg	n.n.1	0
ENSMUSG00000034902	ENSMUSG00000090230	lncgDivg	1.1.1	0	ENSG00000186111	ENSG00000267304	lncgDivg	1.1.1	0
ENSMUSG00000034926	ENSMUSG00000086172	lncgDivg	1.1.1	3141	ENSG00000116133	ENSG00000287724	lncgDivg	1.1.1	0
ENSMUSG00000034926	ENSMUSG00000086172	lncgDivg	1.1.1	3141	ENSG00000116133	ENSG00000233203	lncgDivg	n.1.1	368
ENSMUSG00000034926	ENSMUSG00000086172	lncgDivg	1.1.1	3141	ENSG00000116133	ENSG00000242396	lncgDivg	n.1.1	0
ENSMUSG00000034926	ENSMUSG00000085023	lncgDivg	1.1.1	0	ENSG00000116133	ENSG00000287724	lncgDivg	1.1.1	0
ENSMUSG00000034926	ENSMUSG00000085023	lncgDivg	1.1.1	0	ENSG00000116133	ENSG00000233203	lncgDivg	n.1.1	368
ENSMUSG00000034926	ENSMUSG00000085023	lncgDivg	1.1.1	0	ENSG00000116133	ENSG00000242396	lncgDivg	n.1.1	0
ENSMUSG00000034957	ENSMUSG00000108624	lncgDivg	1.1.1	0	ENSG00000245848	ENSG00000267296	lncgDivg	1.1.1	323
ENSMUSG00000034957	ENSMUSG00000108624	lncgDivg	1.1.1	0	ENSG00000245848	ENSG00000267580	lncgDivg	1.1.1	0
ENSMUSG00000034957	ENSMUSG00000108624	lncgDivg	1.1.1	0	ENSG00000245848	ENSG00000267727	lncgDivg	1.1.1	0
ENSMUSG00000034957	ENSMUSG00000108624	lncgDivg	1.1.1	0	ENSG00000245848	ENSG00000267130	lncgDivg	1.1.1	2502
ENSMUSG00000035000	ENSMUSG00000087518	lncgDivg	1.1.1	0	ENSG00000197635	ENSG00000230918	lncgDivg	n.1.1	0
ENSMUSG00000035032	ENSMUSG00000085430	lncgDivg	1.1.1	0	ENSG00000114670	ENSG00000250129	lncgDivg	n.1.1	0
ENSMUSG00000035032	ENSMUSG00000093590	lncgDivg	1.1.1	0	ENSG00000114670	ENSG00000250129	lncgDivg	n.1.1	0
ENSMUSG00000035051	ENSMUSG00000117440	lncgDivg	1.1.1	0	ENSG00000163214	ENSG00000225284	lncgDivg	1.1.1	0
ENSMUSG00000035064	ENSMUSG00000121009	lncgDivg	1.1.1	0	ENSG00000103319	ENSG00000261113	lncgDivg	n.1.1	0
ENSMUSG00000035064	ENSMUSG00000085118	lncgDivg	1.1.1	0	ENSG00000103319	ENSG00000261113	lncgDivg	n.1.1	0
ENSMUSG00000035067	ENSMUSG00000087652	lncgDivg	1.1.1	0	ENSG00000171044	ENSG00000270076	lncgDivg	1.1.1	1132
ENSMUSG00000035104	ENSMUSG00000087136	lncgDivg	1.1.1	0	ENSG00000115363	ENSG00000237293	lncgDivg	1.1.1	0
ENSMUSG00000035104	ENSMUSG00000087136	lncgDivg	1.1.1	0	ENSG00000115363	ENSG00000231172	lncgDivg	1.1.1	0
ENSMUSG00000035107	ENSMUSG00000086827	lncgDivg	n.1.1	104	ENSG00000057019	ENSG00000239462	lncgDivg	n.1.1	350
ENSMUSG00000035125	ENSMUSG00000101404	lincDivg	1.1.1	12869	ENSG00000005436	ENSG00000270996	lincDivg	1.1.1	8135
ENSMUSG00000035125	ENSMUSG00000101404	lincDivg	1.1.1	12869	ENSG00000005436	ENSG00000287474	lincDivg	1.1.1	88989
ENSMUSG00000035131	ENSMUSG00000087627	lncgDivg	n.1.1	0	ENSG00000162670	ENSG00000237457	lncgDivg	n.1.1	147
ENSMUSG00000035131	ENSMUSG00000087627	lncgDivg	n.1.1	0	ENSG00000162670	ENSG00000241505	lncgDivg	1.1.1	1975
ENSMUSG00000035131	ENSMUSG00000087627	lncgDivg	n.1.1	0	ENSG00000162670	ENSG00000225811	lncgDivg	1.1.1	0
ENSMUSG00000035131	ENSMUSG00000099964	lncgDivg	n.1.1	0	ENSG00000162670	ENSG00000237457	lncgDivg	n.1.1	147
ENSMUSG00000035131	ENSMUSG00000099964	lncgDivg	n.1.1	0	ENSG00000162670	ENSG00000241505	lncgDivg	1.1.1	1975
ENSMUSG00000035131	ENSMUSG00000099964	lncgDivg	n.1.1	0	ENSG00000162670	ENSG00000225811	lncgDivg	1.1.1	0
ENSMUSG00000035131	ENSMUSG00000085822	lncgDivg	1.1.1	0	ENSG00000162670	ENSG00000237457	lncgDivg	n.1.1	147
ENSMUSG00000035131	ENSMUSG00000085822	lncgDivg	1.1.1	0	ENSG00000162670	ENSG00000241505	lncgDivg	1.1.1	1975
ENSMUSG00000035131	ENSMUSG00000085822	lncgDivg	1.1.1	0	ENSG00000162670	ENSG00000225811	lncgDivg	1.1.1	0
ENSMUSG00000035133	ENSMUSG00000100315	lincConv	n.1.1	28006	ENSG00000100852	ENSG00000286527	lincConv	1.1.1	40705
ENSMUSG00000035133	ENSMUSG00000120607	lincSS.up	1.1.1	56101	ENSG00000100852	ENSG00000258386	lincSS.up	1.1.1	57429
ENSMUSG00000035200	ENSMUSG00000111050	lncgDivg	1.1.1	0	ENSG00000117971	ENSG00000290426	lncgDivg	n.n.1	0
ENSMUSG00000035200	ENSMUSG00000111050	lncgDivg	1.1.1	0	ENSG00000117971	ENSG00000259555	lncgDivg	1.1.1	0
ENSMUSG00000035211	ENSMUSG00000109002	lncgDivg	n.n.1	0	ENSG00000166435	ENSG00000286943	lncgDivg	1.1.1	0
ENSMUSG00000035248	ENSMUSG00000114669	lincDivg	1.1.1	50495	ENSG00000083223	ENSG00000235819	lincDivg	n.1.1	59747
ENSMUSG00000035274	ENSMUSG00000056031	lncgDivg	n.n.1	0	ENSG00000146242	ENSG00000286875	lncgDivg	1.1.1	0
ENSMUSG00000035325	ENSMUSG00000097772	lncgSS.up	n.n.n	12502	ENSG00000138674	ENSG00000251022	lncgSS.up	n.n.n	0
ENSMUSG00000035354	ENSMUSG00000109130	lncgDivg	n.n.1	0	ENSG00000198382	ENSG00000255421	lncgDivg	1.1.1	0
ENSMUSG00000035354	ENSMUSG00000109130	lncgDivg	n.n.1	0	ENSG00000198382	ENSG00000255507	lncgDivg	n.n.n	0
ENSMUSG00000035354	ENSMUSG00000109282	lncgDivg	1.1.1	0	ENSG00000198382	ENSG00000255421	lncgDivg	1.1.1	0
ENSMUSG00000035354	ENSMUSG00000109282	lncgDivg	1.1.1	0	ENSG00000198382	ENSG00000255507	lncgDivg	n.n.n	0
ENSMUSG00000035356	ENSMUSG00000120214	lincSS.dw	n.1.1	12409	ENSG00000144802	ENSG00000214407	lincSS.dw	1.1.1	79837
ENSMUSG00000035356	ENSMUSG00000120214	lincSS.dw	n.1.1	12409	ENSG00000144802	ENSG00000287682	lincSS.dw	1.1.1	17311
ENSMUSG00000035356	ENSMUSG00000120214	lincSS.dw	n.1.1	12409	ENSG00000144802	ENSG00000241280	lincSS.dw	n.1.1	99336
ENSMUSG00000035357	ENSMUSG00000121193	lncgDivg	1.1.1	0	ENSG00000121440	ENSG00000239677	lncgDivg	n.1.1	0
ENSMUSG00000035357	ENSMUSG00000097834	lncgDivg	n.1.1	0	ENSG00000121440	ENSG00000239677	lncgDivg	n.1.1	0
ENSMUSG00000035367	ENSMUSG00000114654	lincSS.dw	1.1.1	31873	ENSG00000178966	ENSG00000227463	lincSS.dw	n.1.1	55224
ENSMUSG00000035372	ENSMUSG00000118249	lncgDivg	1.1.1	117	ENSG00000171067	ENSG00000286369	lncgDivg	n.1.1	101
ENSMUSG00000035378	ENSMUSG00000101553	lincConv	n.1.1	34564	ENSG00000144736	ENSG00000287595	lincConv	n.1.1	8736
ENSMUSG00000035378	ENSMUSG00000107663	lincConv	1.1.1	68342	ENSG00000144736	ENSG00000287595	lincConv	n.1.1	8736
ENSMUSG00000035392	ENSMUSG00000087294	lncgDivg	1.1.1	0	ENSG00000119522	ENSG00000237336	lncgDivg	1.1.1	0
ENSMUSG00000035392	ENSMUSG00000087294	lncgDivg	1.1.1	0	ENSG00000119522	ENSG00000230826	lncgDivg	1.1.1	0
ENSMUSG00000035399	ENSMUSG00000099632	lncgDivg	1.1.1	0	ENSG00000132823	ENSG00000223891	lncgDivg	n.1.1	136
ENSMUSG00000035401	ENSMUSG00000120382	lncgDivg	1.1.1	110	ENSG00000158636	ENSG00000255135	lncgDivg	n.1.1	233
ENSMUSG00000035441	ENSMUSG00000085078	lncgSS.up	1.1.1	0	ENSG00000176658	ENSG00000265222	lncgSS.up	1.1.1	0
ENSMUSG00000035441	ENSMUSG00000085078	lncgSS.up	1.1.1	0	ENSG00000176658	ENSG00000263717	lncgSS.up	1.1.1	0
ENSMUSG00000035441	ENSMUSG00000085078	lncgSS.up	1.1.1	0	ENSG00000176658	ENSG00000265337	lncgSS.up	1.1.1	0
ENSMUSG00000035456	ENSMUSG00000045238	lncgDivg	n.1.1	0	ENSG00000152784	ENSG00000248719	lncgDivg	n.n.1	0
ENSMUSG00000035459	ENSMUSG00000089959	lncgConv	1.1.1	0	ENSG00000136011	ENSG00000257681	lncgConv	n.n.1	0
ENSMUSG00000035459	ENSMUSG00000089656	lncgDivg	1.1.1	0	ENSG00000136011	ENSG00000257737	lncgDivg	1.1.1	0
ENSMUSG00000035459	ENSMUSG00000089656	lncgDivg	1.1.1	0	ENSG00000136011	ENSG00000257766	lncgDivg	1.1.1	0
ENSMUSG00000035459	ENSMUSG00000089881	lncgDivg	1.1.1	0	ENSG00000136011	ENSG00000257737	lncgDivg	1.1.1	0
ENSMUSG00000035459	ENSMUSG00000089881	lncgDivg	1.1.1	0	ENSG00000136011	ENSG00000257766	lncgDivg	1.1.1	0
ENSMUSG00000035561	ENSMUSG00000073860	lincSS.up	n.1.1	75684	ENSG00000137124	ENSG00000223716	lincSS.up	1.1.1	16272
ENSMUSG00000035561	ENSMUSG00000085305	lincSS.up	1.1.1	82601	ENSG00000137124	ENSG00000223716	lincSS.up	1.1.1	16272
ENSMUSG00000035566	ENSMUSG00000115529	lncgDivg	n.1.1	0	ENSG00000118946	ENSG00000278722	lncgDivg	1.1.1	0
ENSMUSG00000035569	ENSMUSG00000099881	lncgDivg	1.1.1	140	ENSG00000167522	ENSG00000268218	lncgDivg	1.1.1	0
ENSMUSG00000035569	ENSMUSG00000099881	lncgDivg	1.1.1	140	ENSG00000167522	ENSG00000287351	lncgDivg	1.1.1	0
ENSMUSG00000035569	ENSMUSG00000099881	lncgDivg	1.1.1	140	ENSG00000167522	ENSG00000261253	lncgDivg	n.1.1	0
ENSMUSG00000035569	ENSMUSG00000099881	lncgDivg	1.1.1	140	ENSG00000167522	ENSG00000260279	lncgDivg	n.1.1	0
ENSMUSG00000035620	ENSMUSG00000120795	lncgDivg	1.1.1	0	ENSG00000111785	ENSG00000257545	lncgDivg	n.1.1	0
ENSMUSG00000035620	ENSMUSG00000120795	lncgDivg	1.1.1	0	ENSG00000111785	ENSG00000287957	lncgDivg	1.1.1	0
ENSMUSG00000035653	ENSMUSG00000113429	lncgDivg	n.1.1	1323	ENSG00000165379	ENSG00000258636	lncgDivg	n.1.1	1888
ENSMUSG00000035671	ENSMUSG00000097296	lncgConv	1.1.1	1069	ENSG00000132003	ENSG00000267519	lncgConv	1.1.1	0
ENSMUSG00000035671	ENSMUSG00000120710	lncgDivg	1.1.1	298	ENSG00000132003	ENSG00000267582	lncgDivg	1.1.1	0
ENSMUSG00000035692	ENSMUSG00000078349	lncgDivg	n.1.1	2474	ENSG00000187608	ENSG00000224969	lncgDivg	1.1.1	0
ENSMUSG00000035762	ENSMUSG00000097292	lncgDivg	n.1.1	121	ENSG00000164180	ENSG00000247828	lncgDivg	n.n.1	0
ENSMUSG00000035770	ENSMUSG00000110630	lncgDivg	1.1.1	0	ENSG00000135720	ENSG00000260558	lncgDivg	n.1.1	0
ENSMUSG00000035770	ENSMUSG00000110630	lncgDivg	1.1.1	0	ENSG00000135720	ENSG00000287965	lncgDivg	1.1.1	0
ENSMUSG00000035770	ENSMUSG00000110630	lncgDivg	1.1.1	0	ENSG00000135720	ENSG00000260465	lncgDivg	1.1.1	0
ENSMUSG00000035842	ENSMUSG00000117220	lincConv	n.1.1	79775	ENSG00000013573	ENSG00000291252	lincConv	1.1.1	68107
ENSMUSG00000035842	ENSMUSG00000117220	lincConv	n.1.1	79775	ENSG00000013573	ENSG00000291098	lincConv	1.1.1	26656
ENSMUSG00000035842	ENSMUSG00000117220	lincConv	n.1.1	79775	ENSG00000013573	ENSG00000291250	lincConv	n.1.1	6852
ENSMUSG00000035842	ENSMUSG00000117220	lincConv	n.1.1	79775	ENSG00000013573	ENSG00000291251	lincConv	1.1.1	54098
ENSMUSG00000035851	ENSMUSG00000104937	lincDivg	1.1.1	21188	ENSG00000083896	ENSG00000289942	lincDivg	1.1.1	26461
ENSMUSG00000035873	ENSMUSG00000120482	lincConv	1.1.1	30082	ENSG00000177425	ENSG00000257474	lincConv	n.1.1	24444
ENSMUSG00000035934	ENSMUSG00000093721	lncgDivg	1.1.1	0	ENSG00000165495	ENSG00000254880	lncgDivg	1.1.1	78
ENSMUSG00000035934	ENSMUSG00000093721	lncgDivg	1.1.1	0	ENSG00000165495	ENSG00000254932	lncgDivg	1.1.1	0
ENSMUSG00000035934	ENSMUSG00000110722	lncgDivg	1.1.1	0	ENSG00000165495	ENSG00000254880	lncgDivg	1.1.1	78
ENSMUSG00000035934	ENSMUSG00000110722	lncgDivg	1.1.1	0	ENSG00000165495	ENSG00000254932	lncgDivg	1.1.1	0
ENSMUSG00000035969	ENSMUSG00000120990	lncgDivg	n.1.1	0	ENSG00000198853	ENSG00000287287	lncgDivg	1.1.1	0
ENSMUSG00000036019	ENSMUSG00000085282	lncgDivg	n.n.1	0	ENSG00000179104	ENSG00000286043	lncgDivg	1.1.1	248
ENSMUSG00000036061	ENSMUSG00000116066	lincConv	n.1.1	12616	ENSG00000123415	ENSG00000249388	lincConv	n.1.1	18578
ENSMUSG00000036061	ENSMUSG00000099758	lincConv	n.1.1	45733	ENSG00000123415	ENSG00000249388	lincConv	n.1.1	18578
ENSMUSG00000036095	ENSMUSG00000113608	lncgDivg	1.1.1	0	ENSG00000136267	ENSG00000226323	lncgDivg	1.1.1	0
ENSMUSG00000036095	ENSMUSG00000112967	lncgDivg	n.n.1	0	ENSG00000136267	ENSG00000226323	lncgDivg	1.1.1	0
ENSMUSG00000036144	ENSMUSG00000114052	lincSS.up	1.1.1	19155	ENSG00000106511	ENSG00000286376	lincSS.up	1.1.1	49690
ENSMUSG00000036144	ENSMUSG00000101067	lncgDivg	n.1.1	1751	ENSG00000106511	ENSG00000237070	lncgDivg	1.1.1	0
ENSMUSG00000036144	ENSMUSG00000101067	lncgDivg	n.1.1	1751	ENSG00000106511	ENSG00000229108	lncgDivg	n.1.1	1695
ENSMUSG00000036144	ENSMUSG00000113764	lncgSS.up	1.1.1	0	ENSG00000106511	ENSG00000225974	lncgSS.up	1.1.1	2392
ENSMUSG00000036158	ENSMUSG00000121167	lincDivg	1.1.1	15918	ENSG00000139174	ENSG00000257114	lincDivg	n.1.1	96840
ENSMUSG00000036158	ENSMUSG00000121167	lincDivg	1.1.1	15918	ENSG00000139174	ENSG00000257164	lincDivg	n.1.1	56228
ENSMUSG00000036186	ENSMUSG00000120369	lncgConv	n.1.1	2683	ENSG00000165716	ENSG00000233016	lncgConv	n.n.1	0
ENSMUSG00000036218	ENSMUSG00000115858	lncgDivg	1.1.1	0	ENSG00000165966	ENSG00000257228	lncgDivg	n.n.1	0
ENSMUSG00000036225	ENSMUSG00000117613	lincDivg	n.1.1	43277	ENSG00000134504	ENSG00000263677	lincDivg	n.1.1	28553
ENSMUSG00000036225	ENSMUSG00000117404	lincSS.up	1.1.1	49666	ENSG00000134504	ENSG00000265369	lincSS.up	1.1.1	30220
ENSMUSG00000036242	ENSMUSG00000115787	lncgDivg	1.1.1	0	ENSG00000139971	ENSG00000279636	lncgDivg	n.1.1	0
ENSMUSG00000036244	ENSMUSG00000100487	lncgDivg	1.1.1	49	ENSG00000167139	ENSG00000260624	lncgDivg	n.1.1	1557
ENSMUSG00000036251	ENSMUSG00000085420	lncgDivg	1.1.1	0	ENSG00000144481	ENSG00000286059	lncgDivg	1.1.1	0
ENSMUSG00000036251	ENSMUSG00000085420	lncgDivg	1.1.1	0	ENSG00000144481	ENSG00000237581	lncgDivg	1.1.1	0
ENSMUSG00000036256	ENSMUSG00000106985	lincDivg	1.1.1	77686	ENSG00000163453	ENSG00000250192	lincDivg	1.1.1	44192
ENSMUSG00000036256	ENSMUSG00000107232	lincDivg	1.1.1	57447	ENSG00000163453	ENSG00000250192	lincDivg	1.1.1	44192
ENSMUSG00000036256	ENSMUSG00000106906	lincDivg	1.1.1	25993	ENSG00000163453	ENSG00000250192	lincDivg	1.1.1	44192
ENSMUSG00000036256	ENSMUSG00000106828	lncgDivg	1.1.1	0	ENSG00000163453	ENSG00000287369	lncgDivg	1.1.1	162
ENSMUSG00000036256	ENSMUSG00000106828	lncgDivg	1.1.1	0	ENSG00000163453	ENSG00000245067	lncgDivg	n.n.1	0
ENSMUSG00000036264	ENSMUSG00000087668	lncgDivg	1.1.1	0	ENSG00000053108	ENSG00000250244	lncgDivg	n.1.1	0
ENSMUSG00000036264	ENSMUSG00000087668	lncgDivg	1.1.1	0	ENSG00000053108	ENSG00000250409	lncgDivg	1.1.1	0
ENSMUSG00000036264	ENSMUSG00000087668	lncgDivg	1.1.1	0	ENSG00000053108	ENSG00000249478	lncgDivg	n.1.1	0
ENSMUSG00000036264	ENSMUSG00000087668	lncgDivg	1.1.1	0	ENSG00000053108	ENSG00000288758	lncgDivg	1.1.1	0
ENSMUSG00000036278	ENSMUSG00000117901	lncgDivg	1.1.1	0	ENSG00000133315	ENSG00000256481	lncgDivg	1.1.1	0
ENSMUSG00000036339	ENSMUSG00000115756	lncgSS.dw	n.n.1	0	ENSG00000070269	ENSG00000258803	lncgSS.dw	1.1.1	0
ENSMUSG00000036356	ENSMUSG00000085197	lncgDivg	n.1.1	0	ENSG00000147408	ENSG00000253270	lncgDivg	1.1.1	0
ENSMUSG00000036356	ENSMUSG00000087489	lncgDivg	1.1.1	0	ENSG00000147408	ENSG00000253270	lncgDivg	1.1.1	0
